"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/16/2017 10:30:34.853"," ","0"
"02/16/2017 10:30:37.857","14.501741233984678","0"
"02/16/2017 10:30:40.861","33.214907450882045","1"
"02/16/2017 10:30:43.864","38.733314898486462","0"
"02/16/2017 10:30:46.887","18.491512643065143","4"
"02/16/2017 10:30:49.899","19.242323914440806","1"
"02/16/2017 10:30:52.908","17.110653565260648","2"
"02/16/2017 10:30:55.913","17.910430476606287","2"
"02/16/2017 10:30:58.922","17.824663632480743","0"
"02/16/2017 10:31:01.926","11.500635395508318","1"
"02/16/2017 10:31:04.929","4.9322064815871318","3"
"02/16/2017 10:31:07.937","10.313894068894026","0"
"02/16/2017 10:31:10.988","6.3478337506199018","0"
"02/16/2017 10:31:13.991","2.6570754055832979","0"
"02/16/2017 10:31:16.996","4.756664213347495","0"
"02/16/2017 10:31:20.000","2.469398673688683","0"
"02/16/2017 10:31:23.003","0.38660691302924155","0"
"02/16/2017 10:31:26.007","14.810786820178102","0"
"02/16/2017 10:31:29.010","15.75106449050071","2"
"02/16/2017 10:31:32.017","9.0217364976029497","2"
"02/16/2017 10:31:35.020","5.7760735962445686","2"
"02/16/2017 10:31:38.025","8.6089644621157309","0"
"02/16/2017 10:31:41.027","24.07606966597189","1"
"02/16/2017 10:31:44.032","34.603875313185817","2"
"02/16/2017 10:31:47.035","8.7526039496153665","2"
"02/16/2017 10:31:50.039","11.970133111771641","0"
"02/16/2017 10:31:53.042","16.027187178106384","0"
"02/16/2017 10:31:56.045","7.5216667027943496","4"
