"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/15/2017 18:39:43.275"," ","0"
"02/15/2017 18:39:46.277","21.420778272924711","0"
"02/15/2017 18:39:49.280","21.556649140591798","0"
"02/15/2017 18:39:52.296","20.85442983721051","2"
"02/15/2017 18:39:55.296","22.0096112576047","0"
"02/15/2017 18:39:58.311","28.623021752506439","1"
"02/15/2017 18:40:01.315","27.050361240169639","0"
"02/15/2017 18:40:04.315","29.166739861035474","1"
"02/15/2017 18:40:07.331","31.217544215340787","2"
"02/15/2017 18:40:10.347","34.974280861763816","1"
"02/15/2017 18:40:13.348","37.92250759751483","0"
"02/15/2017 18:40:16.348","29.817772170079305","2"
"02/15/2017 18:40:19.458","89.321599002036393","11"
"02/15/2017 18:40:22.505","100","10"
"02/15/2017 18:40:26.255","100","23"
"02/15/2017 18:40:29.661","95.298166430434392","9"
"02/15/2017 18:40:32.926","99.760765249879441","28"
"02/15/2017 18:40:36.176","99.879809363903476","7"
"02/15/2017 18:40:39.223","95.512816809991733","1"
"02/15/2017 18:40:42.223","27.213570021690991","0"
"02/15/2017 18:40:45.223","31.640666627577808","0"
