2017/02/22 13:27:03.306,281,1 /escm/login/auth,200,OK,Thread Group 1-2,text,true,5226,2,2,279
2017/02/22 13:27:03.306,512,1 /escm/login/auth,200,OK,Thread Group 1-1,text,true,5226,2,2,510
2017/02/22 13:27:03.844,4,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-1,,false,109,2,2,4
2017/02/22 13:27:03.846,3,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-2,,false,109,2,2,3
2017/02/22 13:27:03.852,11,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-1,text,true,1287,2,2,10
2017/02/22 13:27:03.852,12,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-2,text,true,1287,2,2,10
2017/02/22 13:27:03.866,20,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-1,text,true,6664,2,2,14
2017/02/22 13:27:03.866,21,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-2,text,true,6664,2,2,14
2017/02/22 13:27:03.888,8,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-1,text,true,2086,2,2,8
2017/02/22 13:27:03.889,7,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-2,text,true,2086,2,2,7
2017/02/22 13:27:03.899,115,2 /escm/css/merchant.css,200,OK,Thread Group 1-2,text,true,64167,2,2,32
2017/02/22 13:27:03.899,124,2 /escm/css/merchant.css,200,OK,Thread Group 1-1,text,true,64167,2,2,32
2017/02/22 13:27:04.016,10,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-2,text,true,1235,2,2,9
2017/02/22 13:27:04.025,10,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-1,text,true,1235,2,2,8
2017/02/22 13:27:04.028,19,10 /escm/js/validator.js,200,OK,Thread Group 1-2,text,true,5286,2,2,13
2017/02/22 13:27:04.037,17,10 /escm/js/validator.js,200,OK,Thread Group 1-1,text,true,5286,2,2,10
2017/02/22 13:27:04.049,111,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-2,text,true,65186,2,2,33
2017/02/22 13:27:04.056,118,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-1,text,true,65186,2,2,28
2017/02/22 13:27:04.162,91,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-2,text,true,53407,2,2,34
2017/02/22 13:27:04.176,81,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,53407,2,2,25
2017/02/22 13:27:04.255,11,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-2,text,true,2280,2,2,9
2017/02/22 13:27:04.262,12,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-1,text,true,2280,2,2,11
2017/02/22 13:27:04.268,13,11 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-2,text,true,2581,2,2,13
2017/02/22 13:27:04.279,11,11 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-1,text,true,2581,2,2,8
2017/02/22 13:27:04.284,10,13 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-2,bin,true,3276,2,2,10
2017/02/22 13:27:04.292,6,13 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-1,bin,true,3276,2,2,6
2017/02/22 13:27:04.296,8,15 /escm/images/add.jpg,200,OK,Thread Group 1-2,bin,true,28769,2,2,8
2017/02/22 13:27:04.301,7,15 /escm/images/add.jpg,200,OK,Thread Group 1-1,bin,true,28769,2,2,7
2017/02/22 13:27:04.306,8,14 /escm/images/logo.png,200,OK,Thread Group 1-2,bin,true,8109,2,2,8
2017/02/22 13:27:03.520,720,LoginPageRequest,,"Number of samples in transaction : 15, number of failing samples : 1",Thread Group 1-2,,false,249668,2,2,482
2017/02/22 13:27:04.310,6,14 /escm/images/logo.png,200,OK,Thread Group 1-1,bin,true,8109,2,2,6
2017/02/22 13:27:02.505,947,LoginPageRequest,,"Number of samples in transaction : 15, number of failing samples : 1",Thread Group 1-1,,false,249668,2,2,687
2017/02/22 13:27:04.569,114,1 /escm/login/auth,200,OK,Thread Group 1-3,text,true,5226,3,3,109
2017/02/22 13:27:04.698,3,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-3,,false,109,3,3,3
2017/02/22 13:27:04.703,9,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-3,text,true,1287,3,3,9
2017/02/22 13:27:04.714,13,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-3,text,true,6664,3,3,9
2017/02/22 13:27:04.729,8,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-3,text,true,2086,3,3,8
2017/02/22 13:27:04.739,125,2 /escm/css/merchant.css,200,OK,Thread Group 1-3,text,true,64167,3,3,51
2017/02/22 13:27:04.866,8,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-3,text,true,1235,3,3,7
2017/02/22 13:27:04.876,13,10 /escm/js/validator.js,200,OK,Thread Group 1-3,text,true,5286,3,3,9
2017/02/22 13:27:04.891,97,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-3,text,true,65186,3,3,25
2017/02/22 13:27:04.990,73,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-3,text,true,53407,3,3,22
2017/02/22 13:27:05.064,9,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-3,text,true,2280,3,3,7
