Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
1 /escm/login/auth,23,127,100,145,281,512,79,512,0.00%,1.1,5.4
4 /escmnull/css/merchant.css,23,2,2,3,3,4,2,4,100.00%,1.1,.1
5 /escm/css/logintypedialog.css,23,7,7,9,11,12,6,12,0.00%,1.1,1.4
3 /escm/css/theme/jquery-ui-1.8.17.custom.css,23,13,12,20,21,28,10,28,0.00%,1.1,7.0
9 /escm/css/jquery.ui.timepicker.css,23,6,6,8,8,9,5,9,0.00%,1.1,2.2
2 /escm/css/merchant.css,23,81,73,115,124,125,67,125,0.00%,1.1,67.6
6 /escm/css/jquery.alerts.css,23,7,8,10,10,12,6,12,0.00%,1.1,1.3
10 /escm/js/validator.js,23,11,11,14,17,19,8,19,0.00%,1.1,5.6
7 /escm/js/jquery-1.5.2.min.js,23,82,79,97,111,118,65,118,0.00%,1.1,68.9
8 /escm/js/jquery-ui-1.8.17.custom.min.js,23,59,57,81,89,91,46,91,0.00%,1.1,56.6
12 /escm/js/jquery.bpopup.min.js,23,8,8,11,11,12,6,12,0.00%,1.1,2.4
11 /escm/js/jquery.alerts.js,23,8,8,11,13,14,6,14,0.00%,1.1,2.7
13 /escm/css/modern_ui/images/footer.png,23,5,6,7,8,10,4,10,0.00%,1.1,3.5
15 /escm/images/add.jpg,23,6,6,8,10,12,5,12,0.00%,1.1,30.6
14 /escm/images/logo.png,23,6,6,8,8,8,5,8,0.00%,1.1,8.6
LoginPageRequest,23,435,401,501,720,947,341,947,100.00%,1.0,245.4
16 /escm/login/doAuth?id=loginform,23,241877,278529,283934,284050,285275,16,285275,13.04%,.1,1.0
23 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,23,50,32,98,135,187,9,187,0.00%,.1,.1
22 /escm/css/modern_ui/jquery.multiselect.css,23,72,50,139,244,397,6,397,0.00%,.1,.2
21 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,23,60,46,113,170,192,7,192,0.00%,.1,.1
29 /escm/css/modern_ui/js/jquery.blockUI.js,23,50,22,107,142,259,9,259,0.00%,.1,.5
25 /escm/css/modern_ui/jquery.alerts.css,23,52,46,106,117,154,9,154,0.00%,.1,.1
27 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,23,50,35,129,131,169,8,169,0.00%,.1,.1
26 /escm/css/modern_ui/js/jquery.tablesorter.js,23,50,47,95,99,130,12,130,0.00%,.1,.7
