Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
24 /escm/css/modern_ui/tablesorter.css,23,26,16,59,67,109,6,109,0.00%,.1,.2
58 /escm/js/jquery.scrollToTop.min.js,23,57,50,117,117,170,4,170,0.00%,.1,.1
51 /escm/js/usageGraphJS/jqplot.highlighter.min.js,23,63,25,103,163,595,9,595,0.00%,.1,.2
48 /escm/css/payment/jquery.tzCheckbox.css,23,40,23,89,113,197,6,197,0.00%,.1,.1
44 /escm/css/modern_ui/js/validator.js,23,71,32,201,238,244,10,244,0.00%,.1,.4
59 /escm/js/payment/jquery.tzCheckbox.js,23,40,28,82,96,99,7,99,0.00%,.1,.1
31 /escm/css/modern_ui/theme/jquery-ui-1.8.17.custom.css,23,72,55,125,221,255,11,255,0.00%,.1,.5
60 /escm/js/panels.js,23,58,33,120,168,228,10,228,0.00%,.1,.2
36 /escm/css/modern_ui/js/jquery.multiselect.min.js,23,62,44,154,173,227,8,227,0.00%,.1,.3
34 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,23,46,18,121,151,250,6,250,0.00%,.1,.1
39 /escm/js/placeholders.min.js,23,36,21,90,104,170,6,170,0.00%,.1,.2
38 /escm/js/usageGraphJS/excanvas.min.js,23,63,33,110,117,481,12,481,0.00%,.1,.6
57 /escm/js/escm_alert.js,23,32,20,85,107,119,7,119,0.00%,.1,.2
45 /escm/css/modern_ui/js/clearinput.js,23,35,16,122,178,204,7,204,0.00%,.1,.1
46 /escm/css/modern_ui/js/jquery-validate/jquery.metadata.js,23,60,31,116,242,252,7,252,0.00%,.1,.2
37 /escm/css/modern_ui/js/jquery.bpopup.min.js,23,47,25,68,231,236,8,236,0.00%,.1,.2
33 /escm/css/modern_ui/js/slideBlock.js,23,34,23,70,76,122,7,122,0.00%,.1,.1
54 /escm/js/usageGraphJS/jqplot.cursor.min.js,23,53,35,118,139,176,11,176,0.00%,.1,.5
42 /escm/css/modern_ui/js/jquery.alerts.js,23,64,33,130,170,319,6,319,0.00%,.1,.2
41 /escm/css/modern_ui/js/datatable.js,23,36,20,77,87,218,4,218,0.00%,.1,.1
28 /escm/css/modern_ui/js/jquery.qtip-1.0.0-rc3.min.js,23,72,38,190,250,287,13,287,0.00%,.1,.8
35 /escm/css/modern_ui/usageGraph/examples.css,23,39,30,82,99,100,6,100,0.00%,.1,.1
47 /escm/css/modern_ui/js/main.js,23,42,29,92,109,147,8,147,0.00%,.1,.2
30 /escm/css/modern_ui/js/jquery-ui-1.8.17.custom.min.js,23,188,128,351,418,881,46,881,0.00%,.1,4.2
53 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,23,47,31,118,120,148,10,148,0.00%,.1,.3
55 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,23,78,20,166,196,646,8,646,0.00%,.1,.2
49 /escm/js/usageGraphJS/jquery.jqplot.min.js,23,160,166,346,384,404,40,404,0.00%,.1,3.4
40 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,23,49,40,73,134,167,6,167,0.00%,.1,.3
52 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,23,67,33,131,169,544,6,544,0.00%,.1,.2
43 /escm/css/modern_ui/js/jquery-validate/jquery.validate.min.js,23,58,32,120,187,237,8,237,0.00%,.1,.5
32 /escm/css/modern_ui/js/jquery-validate/additional-methods.min.js,23,98,21,178,653,874,6,874,0.00%,.1,.2
20 /escm/css/modern_ui/organization.css,23,151,119,289,398,427,60,427,0.00%,.1,4.2
71 /escm/css/modern_ui/images/shoppingCart.png,23,24,15,56,76,145,4,145,0.00%,.1,.1
68 /escm/images/info12.png,23,34,25,85,96,117,5,117,0.00%,.1,.5
69 /escm/css/modern_ui/images/dropDown.png,23,37,16,105,154,226,4,226,0.00%,.1,.5
70 /escm/css/modern_ui/images/exchange_server.jpg,23,19,13,47,55,74,4,74,0.00%,.1,1.2
67 /escm/css/modern_ui/images/search.png,23,23,13,53,72,107,4,107,0.00%,.1,.3
66 /escm/css/modern_ui/images/CP_login.png,23,44,15,157,164,230,4,230,0.00%,.1,.5
63 /escm/css/modern_ui/images/logo.png,23,26,12,37,73,221,4,221,0.00%,.1,.6
65 /escm/css/modern_ui/images/myAccount.png,23,27,13,86,93,99,4,99,0.00%,.1,1.0
64 /escm/css/modern_ui/images/myDashboard.png,23,29,12,68,133,209,4,209,0.00%,.1,.3
61 /escm/images/ticket/39x39ticket.png,23,58,16,222,256,310,4,310,0.00%,.1,.2
62 /escm/css/modern_ui/images/myCatalog.png,23,28,15,65,91,102,4,102,0.00%,.1,.3
50 /escm/css/modern_ui/js/jquery-1.5.2.min.js,23,241,122,631,686,735,77,735,0.00%,.1,5.2
56 /escm/js/payment/jquery.dataTables.js,23,256,192,391,598,626,111,626,0.00%,.1,7.1
LoginPagewithDahboard,23,245174,282866,286339,286678,286912,3815,286912,13.04%,.1,36.9
TOTAL,1610,7017,27,176,374,283318,2,286912,3.23%,5.2,108.6
