"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/22/2017 10:21:25.222"," ","0"
"02/22/2017 10:21:28.222","34.895922308906179","4"
"02/22/2017 10:21:31.238","28.108675514268299","0"
"02/22/2017 10:21:34.238","27.343752421874925","0"
"02/22/2017 10:21:37.254","26.036231845130263","0"
"02/22/2017 10:21:40.254","67.187514218743843","4"
"02/22/2017 10:21:43.254","82.812500572916647","2"
"02/22/2017 10:21:46.269","48.316093081673998","0"
"02/22/2017 10:21:49.285","39.50777568471625","0"
"02/22/2017 10:21:52.285","39.066074790278968","1"
"02/22/2017 10:21:55.301","34.840785310214351","0"
"02/22/2017 10:21:58.316","54.27455543819628","4"
"02/22/2017 10:22:01.332","83.160596633429179","0"
"02/22/2017 10:22:04.347","83.290208084878188","7"
"02/22/2017 10:22:07.488","96.890547271602188","3"
"02/22/2017 10:22:10.566","99.111672694475871","0"
"02/22/2017 10:22:13.597","98.067011703688138","9"
"02/22/2017 10:22:16.676","99.619288012575439","1"
"02/22/2017 10:22:19.941","99.521531115130145","2"
"02/22/2017 10:22:23.957","99.610894524973432","19"
"02/22/2017 10:22:28.066","99.714830141826411","0"
"02/22/2017 10:22:31.347","99.166664761903888","22"
"02/22/2017 10:22:34.863","99.888890386961933","29"
"02/22/2017 10:22:37.941","99.746192885155509","6"
"02/22/2017 10:22:40.972","99.613399991495243","8"
"02/22/2017 10:22:44.738","99.896266948571011","23"
"02/22/2017 10:22:48.379","99.356223052183651","29"
"02/22/2017 10:22:51.660","100","2"
"02/22/2017 10:22:54.722","100","5"
"02/22/2017 10:23:00.097","99.491278641157805","13"
"02/22/2017 10:23:04.816","100","30"
"02/22/2017 10:23:09.535","100","48"
"02/22/2017 10:23:14.597","100","39"
"02/22/2017 10:23:20.472","100","38"
"02/22/2017 10:23:26.019","100","39"
"02/22/2017 10:23:31.238","100","7"
"02/22/2017 10:23:35.129","99.799196874889077","18"
"02/22/2017 10:23:39.207","100","10"
"02/22/2017 10:23:42.988","100","12"
"02/22/2017 10:23:48.301","100","33"
"02/22/2017 10:23:53.738","100","0"
"02/22/2017 10:23:56.941","99.756097522903033","13"
"02/22/2017 10:24:01.457","100","9"
"02/22/2017 10:24:05.051","99.891305572780695","2"
"02/22/2017 10:24:08.097","100","16"
"02/22/2017 10:24:11.582","100","22"
"02/22/2017 10:24:15.066","100","21"
"02/22/2017 10:24:18.660","100","0"
"02/22/2017 10:24:21.676","100","1"
"02/22/2017 10:24:24.988","96.816034976859015","1"
"02/22/2017 10:24:27.988","96.875001041666323","8"
"02/22/2017 10:24:31.019","98.06701132107591","0"
"02/22/2017 10:24:34.019","96.354170677078926","0"
"02/22/2017 10:24:37.035","96.373053266392589","3"
"02/22/2017 10:24:40.066","96.391749363372625","0"
"02/22/2017 10:24:43.097","96.134021893930921","1"
"02/22/2017 10:24:46.097","96.09386692358342","7"
