Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
1 /escm/login/auth,22,690,119,2662,3728,4115,82,4115,0.00%,1.1,5.5
4 /escmnull/css/merchant.css,22,6,3,16,18,30,2,30,100.00%,1.3,.1
5 /escm/css/logintypedialog.css,22,36,9,118,137,149,7,149,0.00%,1.3,1.7
3 /escm/css/theme/jquery-ui-1.8.17.custom.css,22,34,15,91,109,168,11,168,0.00%,1.3,8.6
9 /escm/css/jquery.ui.timepicker.css,22,18,8,15,63,161,6,161,0.00%,1.3,2.7
2 /escm/css/merchant.css,22,169,87,445,489,596,75,596,0.00%,1.3,82.9
6 /escm/css/jquery.alerts.css,22,38,9,86,229,333,7,333,0.00%,1.3,1.6
10 /escm/js/validator.js,22,35,12,90,135,218,11,218,0.00%,1.4,7.0
7 /escm/js/jquery-1.5.2.min.js,22,137,84,304,318,573,71,573,0.00%,1.4,86.5
8 /escm/js/jquery-ui-1.8.17.custom.min.js,22,73,58,118,120,246,49,246,0.00%,1.4,72.0
12 /escm/js/jquery.bpopup.min.js,22,16,9,33,33,100,7,100,0.00%,1.4,3.1
11 /escm/js/jquery.alerts.js,22,20,10,35,82,133,7,133,0.00%,1.4,3.5
13 /escm/css/modern_ui/images/footer.png,22,8,7,13,15,20,5,20,0.00%,1.4,4.5
15 /escm/images/add.jpg,22,9,7,13,16,42,6,42,0.00%,1.4,39.4
14 /escm/images/logo.png,22,14,7,29,47,82,5,82,0.00%,1.4,11.1
LoginPageRequest,22,1311,453,4164,5230,5621,386,5621,100.00%,1.0,246.8
16 /escm/login/doAuth?id=loginform,22,354311,353598,360332,360599,361053,344123,361053,0.00%,.1,.8
23 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,22,67,36,130,147,476,8,476,0.00%,1.3,1.6
22 /escm/css/modern_ui/jquery.multiselect.css,22,36,33,72,86,130,5,130,0.00%,1.3,2.8
21 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,22,23,15,44,57,72,6,72,0.00%,1.3,1.7
29 /escm/css/modern_ui/js/jquery.blockUI.js,22,40,20,63,128,274,9,274,0.00%,1.3,7.8
25 /escm/css/modern_ui/jquery.alerts.css,22,29,20,59,84,144,5,144,0.00%,1.3,1.6
27 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,22,45,16,121,224,234,7,234,0.00%,1.3,2.4
26 /escm/css/modern_ui/js/jquery.tablesorter.js,22,48,27,107,153,212,14,212,0.00%,1.3,11.1
24 /escm/css/modern_ui/tablesorter.css,22,24,17,51,65,80,7,80,0.00%,1.3,2.9
58 /escm/js/jquery.scrollToTop.min.js,22,31,15,63,64,181,7,181,0.00%,1.3,1.0
51 /escm/js/usageGraphJS/jqplot.highlighter.min.js,22,22,19,37,39,44,7,44,0.00%,1.3,3.2
48 /escm/css/payment/jquery.tzCheckbox.css,22,22,14,67,73,77,5,77,0.00%,1.3,1.4
44 /escm/css/modern_ui/js/validator.js,22,26,17,47,57,74,11,74,0.00%,1.3,5.9
59 /escm/js/payment/jquery.tzCheckbox.js,22,20,13,42,75,89,5,89,0.00%,1.3,2.1
31 /escm/css/modern_ui/theme/jquery-ui-1.8.17.custom.css,22,31,19,62,91,94,8,94,0.00%,1.3,8.4
60 /escm/js/panels.js,22,29,17,64,90,112,7,112,0.00%,1.3,2.8
36 /escm/css/modern_ui/js/jquery.multiselect.min.js,22,30,18,49,69,167,7,167,0.00%,1.3,5.1
34 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,22,31,21,74,77,142,5,142,0.00%,1.3,1.9
39 /escm/js/placeholders.min.js,22,19,12,37,37,103,5,103,0.00%,1.3,2.5
38 /escm/js/usageGraphJS/excanvas.min.js,22,29,19,46,86,124,10,124,0.00%,1.3,10.5
57 /escm/js/escm_alert.js,22,27,17,64,67,78,7,78,0.00%,1.3,2.7
45 /escm/css/modern_ui/js/clearinput.js,22,34,17,75,138,161,5,161,0.00%,1.3,1.5
46 /escm/css/modern_ui/js/jquery-validate/jquery.metadata.js,22,50,17,72,72,583,5,583,0.00%,1.3,2.5
37 /escm/css/modern_ui/js/jquery.bpopup.min.js,22,26,14,55,85,109,6,109,0.00%,1.3,2.9
33 /escm/css/modern_ui/js/slideBlock.js,22,30,17,76,136,151,6,151,0.00%,1.3,1.5
54 /escm/js/usageGraphJS/jqplot.cursor.min.js,22,26,14,52,54,166,9,166,0.00%,1.3,7.3
42 /escm/css/modern_ui/js/jquery.alerts.js,22,24,15,55,73,109,7,109,0.00%,1.3,3.4
41 /escm/css/modern_ui/js/datatable.js,22,16,10,36,51,81,4,81,0.00%,1.3,2.1
28 /escm/css/modern_ui/js/jquery.qtip-1.0.0-rc3.min.js,22,38,23,71,99,186,12,186,0.00%,1.3,12.9
35 /escm/css/modern_ui/usageGraph/examples.css,22,21,13,51,52,66,6,66,0.00%,1.3,2.1
47 /escm/css/modern_ui/js/main.js,22,26,14,51,55,116,8,116,0.00%,1.3,3.9
30 /escm/css/modern_ui/js/jquery-ui-1.8.17.custom.min.js,22,87,60,155,172,218,47,218,0.00%,1.3,70.1
53 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,22,39,17,75,125,208,8,208,0.00%,1.4,5.5
55 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,22,23,16,41,56,111,6,111,0.00%,1.4,2.6
49 /escm/js/usageGraphJS/jquery.jqplot.min.js,22,62,53,81,89,175,41,175,0.00%,1.4,57.0
40 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,22,49,16,101,150,428,7,428,0.00%,1.4,4.2
52 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,22,31,15,80,88,214,6,214,0.00%,1.4,2.7
43 /escm/css/modern_ui/js/jquery-validate/jquery.validate.min.js,22,34,18,70,73,264,8,264,0.00%,1.4,9.2
32 /escm/css/modern_ui/js/jquery-validate/additional-methods.min.js,22,25,16,66,68,99,6,99,0.00%,1.4,3.7
20 /escm/css/modern_ui/organization.css,22,110,82,202,209,213,61,213,0.00%,1.4,71.5
71 /escm/css/modern_ui/images/shoppingCart.png,22,14,11,31,32,53,4,53,0.00%,1.4,1.9
68 /escm/images/info12.png,22,20,14,42,59,73,4,73,0.00%,1.4,8.0
69 /escm/css/modern_ui/images/dropDown.png,22,27,12,55,89,124,4,124,0.00%,1.4,8.0
70 /escm/css/modern_ui/images/exchange_server.jpg,22,24,11,51,60,134,4,134,0.00%,1.4,20.3
67 /escm/css/modern_ui/images/search.png,22,18,10,32,70,74,4,74,0.00%,1.4,5.2
66 /escm/css/modern_ui/images/CP_login.png,22,25,11,64,78,104,5,104,0.00%,1.4,8.8
63 /escm/css/modern_ui/images/logo.png,22,18,9,20,81,117,4,117,0.00%,1.4,11.1
65 /escm/css/modern_ui/images/myAccount.png,22,20,9,54,55,110,4,110,0.00%,1.4,17.9
64 /escm/css/modern_ui/images/myDashboard.png,22,17,11,29,48,65,3,65,0.00%,1.4,4.4
61 /escm/images/ticket/39x39ticket.png,22,24,14,70,85,107,4,107,0.00%,1.4,3.7
62 /escm/css/modern_ui/images/myCatalog.png,22,35,12,147,152,178,5,178,0.00%,1.4,4.5
50 /escm/css/modern_ui/js/jquery-1.5.2.min.js,22,119,86,211,221,357,66,357,0.00%,1.4,88.8
56 /escm/js/payment/jquery.dataTables.js,22,159,119,296,339,477,92,477,0.00%,1.4,123.3
LoginPagewithDahboard,22,356232,356021,361506,361514,362054,346782,362054,0.00%,.1,28.7
TOTAL,1540,10215,18,130,396,358756,2,362054,2.86%,4.0,84.0
