Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
42 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,10,31,29,49,49,51,7,51,0.00%,55.9,108.5
37 /escm/js/jquery.slimscroll.min.js,10,78,72,98,98,143,26,143,0.00%,59.2,123.9
30 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,10,39,17,69,69,201,13,201,0.00%,42.6,54.1
34 /escm/js/placeholders.min.js,10,31,24,29,29,107,18,107,0.00%,30.9,59.3
26 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,10,24,21,37,37,46,9,46,0.00%,31.4,45.0
47 /escm/js/panels.js,10,62,38,150,150,172,15,172,0.00%,32.2,69.7
35 /escm/js/jquery.elastic.source.js,10,45,37,80,80,106,11,106,0.00%,32.5,73.8
44 /escm/js/jquery.scrollToTop.min.js,10,116,42,145,145,651,14,651,0.00%,15.4,11.6
17 /escm/js/jquery.tablesorter.js,10,47,34,69,69,107,21,107,0.00%,14.9,127.4
27 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,10,94,16,53,53,746,10,746,0.00%,10.5,20.6
20 /escm/js/jquery-validate/jquery.validate.min.js,10,136,30,144,144,914,12,914,0.00%,10.5,70.2
32 /escm/js/usageGraphJS/jquery.jqplot.min.js,10,237,131,518,518,693,55,693,0.00%,8.7,365.2
39 /escm/js/jquery.ui.timepicker.js,10,76,32,98,98,389,20,389,0.00%,8.6,119.7
16 /escm/js/jquery.blockUI.js,10,129,20,383,383,430,11,430,0.00%,8.9,53.4
28 /escm/js/usageGraphJS/jqplot.highlighter.min.js,10,20,14,30,30,45,9,45,0.00%,13.3,32.6
36 /escm/js/MonthPicker.min.js,10,31,18,48,48,115,10,115,0.00%,13.5,53.9
29 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,10,14,14,19,19,21,8,21,0.00%,13.8,42.9
43 /escm/js/usageGraphJS/jqplot.cursor.min.js,10,19,16,31,31,33,10,33,0.00%,13.9,77.7
49 /escm/images/myAccount.png,10,72,24,88,88,449,9,449,0.00%,8.7,57.5
48 /escm/css/modern_ui/images/myDashboard.png,10,51,15,134,134,271,8,271,0.00%,8.7,27.5
45 /escm/js/payment/jquery.dataTables.js,10,160,111,247,247,370,94,370,0.00%,7.8,683.2
52 /escm/images/ticket/39x39ticket.png,10,27,13,42,42,93,6,93,0.00%,8.9,23.7
53 /escm/images/settings.png,10,18,12,27,27,42,9,42,0.00%,9.0,53.9
51 /escm/images/orders.png,10,20,12,25,25,72,7,72,0.00%,9.0,24.0
50 /escm/css/modern_ui/images/myCatalog.png,10,18,13,24,24,46,8,46,0.00%,9.2,29.5
55 /escm/css/modern_ui/images/dropDown.png,10,14,15,18,18,24,4,24,0.00%,9.2,53.2
56 /escm/images/_loading.gif,10,18,19,34,34,42,6,42,0.00%,9.0,39.5
54 /escm/css/modern_ui/images/CP_login.png,10,45,18,41,41,270,7,270,0.00%,9.3,58.8
57 /escm/images/bubble.png,10,35,14,86,86,120,5,120,0.00%,9.4,35.2
58 /escm/css/theme/images/ui-icons_ededed_256x240.png,10,22,12,58,58,66,6,66,0.00%,9.3,42.4
59 /escm/css/theme/images/ui-icons_ffffff_256x240.png,10,29,10,30,30,192,6,192,0.00%,9.2,41.9
Login Page Credentials and Dashboard Display,10,13958,14570,15356,15356,15915,10284,15915,0.00%,.6,200.4
77 /escm/order/index,10,6572,6608,7045,7045,7275,5711,7275,0.00%,1.3,24.4
79 /escm/images/icon14.gif,10,21,12,54,54,61,5,61,0.00%,5.4,3.1
81 /escm/images/recent.png,10,16,6,37,37,53,4,53,0.00%,5.4,10.8
83 /escm/images/hourglass.png,10,16,12,33,33,48,5,48,0.00%,5.5,12.1
80 /escm/images/loading.gif,10,41,16,97,97,111,7,111,0.00%,5.5,5.5
87 /escm/images/ticket/order_ticket.png,10,24,8,13,13,165,4,165,0.00%,5.8,23.4
84 /escm/images/express_order.png,10,8,6,11,11,26,4,26,0.00%,5.8,7.8
85 /escm/images/cancelicon.png,10,13,8,27,27,49,5,49,0.00%,5.9,9.6
82 /escm/images/orderstatusicon/provisioningfailed.png,10,8,6,13,13,22,4,22,0.00%,6.0,9.1
86 /escm/images/bb_ajax_loader.gif,10,17,8,33,33,44,6,44,0.00%,6.0,18.7
89 /escm/images/previous.png,10,11,10,15,15,23,4,23,0.00%,6.1,100.0
90 /escm/images/next.png,10,20,8,15,15,126,5,126,0.00%,6.2,100.7
91 /escm/images/view_mail.png,10,9,5,21,21,23,4,23,0.00%,6.6,127.8
92 /escm/css/theme/images/ui-icons_blue_256x240.png,10,10,6,17,17,33,4,33,0.00%,6.7,31.9
88 /escm/order/showOrderDetail,10,5364,5303,5924,5924,6231,4505,6231,0.00%,1.6,31.5
94 /escm/images/warn.png,10,15,8,28,28,51,7,51,0.00%,17.2,25.7
93 /escm/images/summary_edit_pencil.png,10,13,8,28,28,29,5,29,0.00%,18.7,171.1
95 /escm/images/order-icon-email.png,10,23,25,34,34,40,5,40,0.00%,18.6,84.2
96 /escm/images/slider-arrow-left.png,10,14,14,26,26,29,4,29,0.00%,19.5,25.6
97 /escm/images/slider-arrow-right.png,10,37,7,88,88,152,4,152,0.00%,20.0,26.5
98 /escm/messages,10,165,50,391,391,570,14,570,0.00%,17.5,7.9
99 /escm/recentItem,10,67,46,103,103,238,14,238,0.00%,24.7,8.2
103 /escm/images/order-icon-provisioned.png,10,23,16,41,41,46,6,46,0.00%,29.2,140.1
100 /escm/images/order-icon-adjust.png,10,45,24,103,103,183,7,183,0.00%,29.0,139.2
101 /escm/images/order-icon-custom-fields.png,10,27,24,38,38,64,11,64,0.00%,30.3,109.4
106 /escm/images/order-icon-ticket.png,10,18,13,28,28,35,6,35,0.00%,31.9,134.5
102 /escm/images/order-icon-subscription.png,10,27,28,47,47,74,4,74,0.00%,34.6,198.4
105 /escm/images/order-icon-quote.png,10,17,13,27,27,27,6,27,0.00%,36.9,136.0
104 /escm/images/order-icon-installment.png,10,22,16,48,48,53,5,53,0.00%,38.6,238.4
Order Selection,10,12677,12900,12956,12956,13056,11856,13056,0.00%,.8,125.5
107 /escm/css/theme/images/ui-icons_222222_256x240.png,10,33,33,54,54,59,6,59,0.00%,43.9,199.9
108 /escm/images/BB-ajax-loader-round.gif,10,32,38,45,45,48,4,48,0.00%,49.3,410.6
109 /escm/order/searchOrder,10,1125,1166,1409,1409,1685,720,1685,0.00%,5.9,21.6
111 /escm/messages,10,52,18,69,69,251,12,251,0.00%,9.8,4.4
112 /escm/recentItem,10,67,21,74,74,428,11,428,0.00%,8.6,2.9
110 /escm/order/showOrderDetail,10,4310,4564,4998,4998,5163,3071,5163,0.00%,1.8,38.7
114 /escm/images/icon20.gif,10,17,13,34,34,62,4,62,0.00%,5.3,9.0
115 /escm/images/help.png,10,14,10,34,34,34,4,34,0.00%,5.5,37.3
113 /escm/images/trash.png,10,21,9,38,38,89,4,89,0.00%,5.6,52.3
117 /escm/messages,10,27,19,27,27,97,12,97,0.00%,5.6,2.5
116 /escm/css/theme/images/ui-icons_bbbbbb_256x240.png,10,19,8,25,25,111,5,111,0.00%,5.7,31.4
118 /escm/recentItem,10,28,16,49,49,94,11,94,0.00%,5.7,1.9
120 /escm/images/order-icon-usage.png,10,11,6,20,20,39,4,39,0.00%,5.7,25.2
119 /escm/images/order-icon-stop-billing.png,10,46,6,123,123,148,3,148,0.00%,5.8,25.7
Order_Search,10,5809,5985,6470,6470,6507,4743,6507,0.00%,1.5,110.4
TOTAL,1140,608,26,272,5000,12906,2,15915,1.75%,28.3,518.1
