Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
62 /escm/login/auth,10,1411,546,3676,3676,3892,127,3892,0.00%,1.1,5.5
67 /escm/css/jquery.alerts.css,10,51,57,78,78,90,10,90,0.00%,1.9,2.3
63 /escm/css/theme/jquery-ui-1.8.17.custom.css,10,56,59,84,84,130,13,130,0.00%,1.9,12.3
68 /escmnull/css/merchant.css,10,13,6,43,43,51,2,51,100.00%,1.9,.2
72 /escm/js/validator.js,10,28,21,51,51,54,11,54,0.00%,1.9,9.8
71 /escm/js/jquery.alerts.js,10,65,44,151,151,238,10,238,0.00%,1.9,4.8
70 /escm/js/jquery-ui-1.8.17.custom.min.js,10,152,163,200,200,280,46,280,0.00%,1.9,100.5
73 /escm/js/jquery.bpopup.min.js,10,51,12,74,74,257,10,257,0.00%,2.0,4.4
66 /escm/css/jquery.ui.timepicker.css,10,21,11,44,44,54,6,54,0.00%,2.0,4.1
69 /escm/js/jquery-1.5.2.min.js,10,146,130,225,225,243,83,243,0.00%,2.0,127.4
64 /escm/css/merchant.css,10,145,126,237,237,272,69,272,0.00%,2.0,127.5
65 /escm/css/logintypedialog.css,10,52,18,114,114,202,7,202,0.00%,2.1,2.6
74 /escm/css/fonts/Roboto-Light.woff,10,34,9,97,97,114,7,114,0.00%,2.2,157.8
75 /escm/css/fonts/Roboto-Bold.woff,10,13,10,15,15,38,7,38,0.00%,2.2,154.1
76 /escm/css/fonts/Roboto-Regular.ttf,10,13,11,20,20,26,9,26,0.00%,2.2,313.0
Login Page Request,10,2258,1201,4795,4795,5000,591,5000,100.00%,1.0,470.2
5 /escm/login/doAuth?id=loginform,10,11353,12206,12532,12532,12535,7994,12535,0.00%,.8,6.9
10 /escm/css/modern_ui/usageGraph/examples.css,10,15,14,24,24,24,8,24,0.00%,185.2,288.6
11 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,10,25,24,30,30,57,10,57,0.00%,156.2,284.6
14 /escm/css/modern_ui/jquery.multiselect.css,10,48,40,87,87,96,10,96,0.00%,79.4,173.1
15 /escm/js/jquery.qtip-1.0.0-rc3.min.js,10,56,37,109,109,116,24,116,0.00%,75.8,740.9
23 /escm/js/jquery-validate/jquery.metadata.js,10,36,38,46,46,54,15,54,0.00%,88.5,167.5
9 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,10,23,20,38,38,40,10,40,0.00%,102.0,131.8
22 /escm/js/slideBlock.js,10,47,34,87,87,104,30,104,0.00%,59.2,67.1
21 /escm/js/clearinput.js,10,32,34,41,41,41,17,41,0.00%,80.6,94.5
13 /escm/css/tablesorter.css,10,33,33,37,37,37,25,37,0.00%,87.0,196.4
24 /escm/js/datatable.js,10,38,33,56,56,99,13,99,0.00%,87.7,137.7
38 /escm/js/jquery.leanModal.min.js,10,40,39,63,63,64,13,64,0.00%,93.5,122.6
40 /escm/js/escm_alert.js,10,20,18,26,26,29,14,29,0.00%,120.5,251.7
25 /escm/js/jquery.ba-dotimeout.min.js,10,62,41,112,112,119,14,119,0.00%,82.0,110.7
18 /escm/js/main.js,10,45,42,72,72,72,18,72,0.00%,75.8,219.5
19 /escm/js/jquery-validate/additional-methods.min.js,10,37,37,50,50,50,21,50,0.00%,92.6,248.9
46 /escm/js/payment/jquery.tzCheckbox.js,10,43,37,68,68,79,29,79,0.00%,88.5,141.3
12 /escm/css/payment/jquery.tzCheckbox.css,10,36,35,43,43,44,29,44,0.00%,103.1,113.8
31 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,10,58,37,51,51,265,17,265,0.00%,37.6,151.6
41 /escm/js/jquery.flexslider.js,10,87,58,189,189,212,21,212,0.00%,39.5,472.7
33 /escm/js/usageGraphJS/excanvas.min.js,10,45,45,57,57,82,16,82,0.00%,45.5,362.6
