"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/15/2017 18:39:50.230"," ","0"
"02/15/2017 18:39:53.241","11.839295898630919","0"
"02/15/2017 18:39:56.257","32.121038994218431","0"
"02/15/2017 18:39:59.257","19.164599113236346","0"
"02/15/2017 18:40:02.262","13.489802109462234","0"
"02/15/2017 18:40:05.274","5.4425885718556888","0"
"02/15/2017 18:40:08.601","4.5398114146629638","0"
"02/15/2017 18:40:11.606","3.6968914644262219","0"
"02/15/2017 18:40:14.610","2.8382717027349291","0"
"02/15/2017 18:40:17.618","18.722765011274824","0"
"02/15/2017 18:40:20.625","14.844589316662049","3"
"02/15/2017 18:40:23.627","10.995649508987459","0"
"02/15/2017 18:40:26.631","15.012339974024957","8"
"02/15/2017 18:40:29.634","11.940512513823132","2"
"02/15/2017 18:40:32.649","30.505404699534576","0"
"02/15/2017 18:40:35.665","39.378007161726792","0"
"02/15/2017 18:40:38.668","35.680088354441487","0"
