"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/16/2017 12:58:20.304"," ","0"
"02/16/2017 12:58:23.320","24.481878652310151","0"
"02/16/2017 12:58:26.320","44.531580961566931","0"
"02/16/2017 12:58:29.320","24.550401537368394","0"
"02/16/2017 12:58:32.325","18.676222963196366","0"
"02/16/2017 12:58:35.328","18.70732595141552","0"
"02/16/2017 12:58:38.331","18.314177102556041","0"
"02/16/2017 12:58:41.335","16.066180802853669","0"
"02/16/2017 12:58:44.339","18.90230561093027","0"
"02/16/2017 12:58:47.354","19.422679781919783","0"
"02/16/2017 12:58:50.370","31.865156188647546","0"
"02/16/2017 12:58:53.370","12.044739094724832","0"
"02/16/2017 12:58:56.378","5.3524340638483547","1"
"02/16/2017 12:58:59.384","11.886400808062525","0"
"02/16/2017 12:59:02.393","8.6192181094778331","0"
"02/16/2017 12:59:05.403","6.9553100111881649","2"
"02/16/2017 12:59:08.408","4.515719240450955","2"
"02/16/2017 12:59:11.421","9.6322807556053487","4"
"02/16/2017 12:59:14.421","14.062525781242263","0"
"02/16/2017 12:59:17.425","8.385771055735491","1"
"02/16/2017 12:59:20.431","32.754654085807523","0"
"02/16/2017 12:59:23.457","17.37240274607862","0"
"02/16/2017 12:59:26.466","11.718038265631437","0"
"02/16/2017 12:59:29.477","4.9963027180591979","0"
