"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/20/2017 13:18:39.677"," ","0"
"02/20/2017 13:18:42.677","24.869865130134873","0"
"02/20/2017 13:18:45.693","21.891120843983703","1"
"02/20/2017 13:18:48.708","22.150187707525571","2"
"02/20/2017 13:18:51.708","47.656267447910849","3"
"02/20/2017 13:18:54.755","72.051296727934442","0"
"02/20/2017 13:18:57.755","40.23459182213611","0"
"02/20/2017 13:19:00.849","66.287761664734916","3"
"02/20/2017 13:19:03.880","89.046395931553917","5"
"02/20/2017 13:19:07.052","98.029554600206552","4"
"02/20/2017 13:19:10.693","99.141631254950212","10"
"02/20/2017 13:19:14.100","83.148636165640255","0"
"02/20/2017 13:19:17.350","96.033654042159839","20"
"02/20/2017 13:19:21.069","100","16"
"02/20/2017 13:19:24.428","87.906976024229266","0"
"02/20/2017 13:19:28.147","98.529414374686425","13"
"02/20/2017 13:19:32.991","100","16"
"02/20/2017 13:19:37.663","100","34"
"02/20/2017 13:19:42.803","100","12"
"02/20/2017 13:19:46.382","100","6"
"02/20/2017 13:19:50.147","100","2"
"02/20/2017 13:19:53.491","100","11"
"02/20/2017 13:19:56.913","99.65753349596703","4"
"02/20/2017 13:20:00.241","100","14"
"02/20/2017 13:20:03.678","98.636362803305275","25"
"02/20/2017 13:20:06.960","99.166668190476187","10"
"02/20/2017 13:20:09.991","100","6"
"02/20/2017 13:20:13.022","99.355669750239841","4"
"02/20/2017 13:20:16.038","98.704661236540247","3"
"02/20/2017 13:20:19.069","96.262884178974943","5"
"02/20/2017 13:20:22.069","97.526040577257206","3"
"02/20/2017 13:20:25.085","98.186530301482804","6"
"02/20/2017 13:20:28.100","96.761657004482487","5"
"02/20/2017 13:20:31.100","96.484376028645045","6"
"02/20/2017 13:20:34.116","96.373057235361998","2"
"02/20/2017 13:20:37.132","94.300513220753373","4"
"02/20/2017 13:20:40.147","95.72538728234224","6"
"02/20/2017 13:20:43.147","95.182299635400724","5"
"02/20/2017 13:20:46.163","96.891193977823249","2"
"02/20/2017 13:20:49.178","96.113981518949984","2"
"02/20/2017 13:20:52.194","97.279796298421644","5"
"02/20/2017 13:20:55.210","93.523310478128835","2"
"02/20/2017 13:20:58.210","97.00520816406258","2"
"02/20/2017 13:21:01.225","94.300517000724625","4"
"02/20/2017 13:21:04.241","95.336793750159586","1"
"02/20/2017 13:21:07.257","95.466314933544169","11"
"02/20/2017 13:21:10.272","98.316061132379772","5"
"02/20/2017 13:21:13.272","97.265627122395486","3"
"02/20/2017 13:21:16.288","92.227977985985987","0"
"02/20/2017 13:21:19.288","98.697917013888798","7"
"02/20/2017 13:21:22.319","98.969071824848442","10"
"02/20/2017 13:21:25.350","99.613400284833091","0"
"02/20/2017 13:21:28.600","100","10"
"02/20/2017 13:21:31.647","96.538464656408934","15"
"02/20/2017 13:21:34.678","89.948442665521085","1"
"02/20/2017 13:21:37.678","52.213627608349377","1"
"02/20/2017 13:21:40.694","34.196838821940126","0"
"02/20/2017 13:21:43.710","24.222839790576188","3"
"02/20/2017 13:21:46.710","25.651089565940289","0"
"02/20/2017 13:21:49.725","23.963575900243093","0"
"02/20/2017 13:21:52.725","24.479310155977373","0"
"02/20/2017 13:21:55.741","28.108732729391573","0"
"02/20/2017 13:21:58.741","24.479247222136291","0"
