"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/20/2017 12:28:16.667"," ","1"
"02/20/2017 12:28:19.683","10.038756188773812","2"
"02/20/2017 12:28:22.699","29.728077974573264","2"
"02/20/2017 12:28:25.762","13.229456668573858","0"
"02/20/2017 12:28:28.779","9.0884301553811895","0"
"02/20/2017 12:28:31.789","8.3992808688590053","1"
"02/20/2017 12:28:34.790","19.363003818384961","4"
"02/20/2017 12:28:37.795","26.625313203981062","0"
"02/20/2017 12:28:40.800","6.9659362650589589","6"
"02/20/2017 12:28:43.815","33.549125296104066","1"
"02/20/2017 12:28:46.825","4.65894815299478","0"
"02/20/2017 12:28:49.835","0.93689745758385179","2"
"02/20/2017 12:28:52.843","1.4860134570481409","1"
"02/20/2017 12:28:55.855","2.2767858239684191","0"
"02/20/2017 12:28:58.867","4.6074227893031505","0"
"02/20/2017 12:29:01.872","6.7305835138887105","0"
"02/20/2017 12:29:04.882","5.345820938441137","0"
"02/20/2017 12:29:07.895","9.1180182142243318","3"
"02/20/2017 12:29:10.900","7.9647937236656645","0"
"02/20/2017 12:29:13.905","7.1781097007684309","0"
"02/20/2017 12:29:16.919","7.9731674435010174","0"
"02/20/2017 12:29:19.923","10.038916436740697","0"
"02/20/2017 12:29:22.937","10.831946071957276","2"
"02/20/2017 12:29:25.952","10.265749680979896","0"
"02/20/2017 12:29:28.954","8.5913862058416441","0"
"02/20/2017 12:29:31.965","6.8596154915861245","0"
"02/20/2017 12:29:34.979","7.9874132836059371","0"
"02/20/2017 12:29:38.090","7.8231103888327658","3"
"02/20/2017 12:29:41.105","5.3631427025465523","2"
"02/20/2017 12:29:44.114","3.9428133373382801","5"
"02/20/2017 12:29:47.125","11.827036752818143","1"
"02/20/2017 12:29:50.138","8.4276268779115426","0"
"02/20/2017 12:29:53.147","4.8133739134938569","0"
