"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/20/2017 13:18:43.874"," ","1"
"02/20/2017 13:18:47.066","11.573351179924085","3"
"02/20/2017 13:18:50.066","30.468858932121002","2"
"02/20/2017 13:18:53.067","10.374635889567497","0"
"02/20/2017 13:18:56.072","9.7272281502140849","0"
"02/20/2017 13:18:59.082","7.3552533841812817","3"
"02/20/2017 13:19:02.090","11.018514617285312","1"
"02/20/2017 13:19:05.091","11.629069854262507","3"
"02/20/2017 13:19:08.107","24.481801833014639","0"
"02/20/2017 13:19:11.108","10.512383713531603","4"
"02/20/2017 13:19:14.108","42.773436666666662","0"
"02/20/2017 13:19:17.113","30.212832184223604","0"
"02/20/2017 13:19:20.129","8.0309660928876703","4"
"02/20/2017 13:19:23.132","16.022536273642928","1"
"02/20/2017 13:19:26.132","52.92971177082039","2"
"02/20/2017 13:19:29.140","4.637333342462524","3"
"02/20/2017 13:19:32.145","0.3595937923946857","0"
"02/20/2017 13:19:35.150","1.0136765150082439","0"
"02/20/2017 13:19:38.165","1.1841418646575841","1"
"02/20/2017 13:19:41.173","0.86370335170230517","4"
"02/20/2017 13:19:44.189","0.84191876074715122","2"
"02/20/2017 13:19:47.189","0.15229631205577743","0"
"02/20/2017 13:19:50.194","1.2047578524039149","2"
"02/20/2017 13:19:53.202","1.6291515152099478","1"
"02/20/2017 13:19:56.207","6.2627176922440464","6"
"02/20/2017 13:19:59.215","1.7577222703465512","2"
"02/20/2017 13:20:02.215","4.1784654916158015","0"
"02/20/2017 13:20:05.224","6.0121577936937065","4"
"02/20/2017 13:20:08.239","4.1270420794932043","0"
"02/20/2017 13:20:11.254","4.9681002507542482","0"
"02/20/2017 13:20:14.268","7.7308003927176188","0"
"02/20/2017 13:20:17.273","7.2451938788890118","0"
"02/20/2017 13:20:20.277","10.905878584953843","0"
"02/20/2017 13:20:23.292","8.016498832378538","0"
"02/20/2017 13:20:26.306","6.7690048741367743","0"
"02/20/2017 13:20:29.308","6.8195108208805033","0"
"02/20/2017 13:20:32.313","7.0683850567488165","1"
"02/20/2017 13:20:35.324","10.409235688994078","0"
"02/20/2017 13:20:38.335","9.9655998224378433","0"
"02/20/2017 13:20:41.338","12.002714731755404","0"
"02/20/2017 13:20:44.340","7.237512630061282","0"
"02/20/2017 13:20:47.351","10.79645335151187","0"
"02/20/2017 13:20:50.355","8.8322551252119297","0"
"02/20/2017 13:20:53.360","5.6927484778479531","2"
"02/20/2017 13:20:56.365","7.5843126398167477","0"
"02/20/2017 13:20:59.377","11.179162123327458","0"
"02/20/2017 13:21:02.392","7.0837627851915279","0"
"02/20/2017 13:21:05.403","9.7897162948421332","4"
"02/20/2017 13:21:08.406","13.435457102822157","2"
"02/20/2017 13:21:11.418","9.2124807949638168","0"
"02/20/2017 13:21:14.429","6.9573562317396647","1"
"02/20/2017 13:21:17.443","6.384220638584603","0"
"02/20/2017 13:21:20.449","6.0948333627965479","0"
"02/20/2017 13:21:23.462","5.0503789187032471","4"
"02/20/2017 13:21:26.472","2.982287946170481","0"
"02/20/2017 13:21:29.480","7.3963214495396779","1"
"02/20/2017 13:21:32.485","9.4145682357269944","0"
"02/20/2017 13:21:35.499","9.2175143006741571","0"
"02/20/2017 13:21:38.500","3.4041530411151211","0"
"02/20/2017 13:21:41.502","3.0542500599632261","0"
"02/20/2017 13:21:44.511","2.5773445283427732","1"
