"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/06/2017 18:54:28.652"," ","0"
"02/06/2017 18:54:31.652","0.13098564497863174","0"
"02/06/2017 18:54:34.661","7.4422278313554413","4"
"02/06/2017 18:54:37.665","2.7529060967916186","0"
"02/06/2017 18:54:40.676","3.9760979420713771","0"
"02/06/2017 18:54:43.691","20.984461198958016","1"
"02/06/2017 18:54:46.816","76.374950771900757","4"
"02/06/2017 18:54:50.004","92.647057670126699","8"
"02/06/2017 18:54:53.004","89.843763880189371","0"
"02/06/2017 18:54:56.020","92.357504220772583","6"
"02/06/2017 18:54:59.051","89.819588666170418","2"
"02/06/2017 18:55:02.301","95.793270769230759","0"
"02/06/2017 18:55:05.504","97.926828289827768","17"
"02/06/2017 18:55:08.645","100","9"
"02/06/2017 18:55:11.723","95.050763045685287","7"
"02/06/2017 18:55:14.988","81.220102788852316","11"
"02/06/2017 18:55:18.082","91.414140026527676","12"
"02/06/2017 18:55:21.145","98.979590970428262","12"
"02/06/2017 18:55:24.231","18.122989434669311","0"
"02/06/2017 18:55:27.242","5.4302380802146661","0"
"02/06/2017 18:55:30.245","3.581952641444619","0"
"02/06/2017 18:55:33.256","2.5740743803480792","0"
"02/06/2017 18:55:36.271","0.1146467262021722","0"
"02/06/2017 18:55:39.275","9.3679317910754669","0"
"02/06/2017 18:55:42.282","6.0906284940001942","1"
"02/06/2017 18:55:45.291","3.1370008321928711","2"
