"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/07/2017 16:42:05.142"," ","1"
"02/07/2017 16:42:08.142","3.5157166014739505","0"
"02/07/2017 16:42:11.143","3.6787045807500807","0"
"02/07/2017 16:42:14.157","5.5162885794653","0"
"02/07/2017 16:42:17.165","7.8109226059326575","6"
"02/07/2017 16:42:20.368","81.585379239965334","2"
"02/07/2017 16:42:23.524","87.995040058809082","5"
"02/07/2017 16:42:26.524","78.645844722216154","0"
"02/07/2017 16:42:29.587","89.668363352768765","8"
"02/07/2017 16:42:33.259","99.361701779990753","10"
"02/07/2017 16:42:36.790","89.823004814784213","11"
"02/07/2017 16:42:39.884","72.727280661154708","0"
"02/07/2017 16:42:42.884","79.42715259525292","3"
"02/07/2017 16:42:45.899","90.932619936049591","5"
"02/07/2017 16:42:48.902","32.735463707121646","0"
"02/07/2017 16:42:51.906","3.4027428773786172","1"
"02/07/2017 16:42:54.914","11.826227493627261","3"
