2017/02/20 12:28:22.535,294,1 /escm/login/auth,200,OK,Thread Group 1-2,text,true,5226,2,2,292
2017/02/20 12:28:22.535,584,1 /escm/login/auth,200,OK,Thread Group 1-1,text,true,5226,2,2,583
2017/02/20 12:28:23.132,9,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-1,,false,109,2,2,9
2017/02/20 12:28:23.132,9,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-2,,false,109,2,2,9
2017/02/20 12:28:23.144,17,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-1,text,true,1287,2,2,14
2017/02/20 12:28:23.144,19,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-2,text,true,1287,2,2,15
2017/02/20 12:28:23.163,27,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-1,text,true,6664,2,2,17
2017/02/20 12:28:23.165,26,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-2,text,true,6664,2,2,18
2017/02/20 12:28:23.193,12,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-1,text,true,2086,2,2,12
2017/02/20 12:28:23.194,15,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-2,text,true,2086,2,2,15
2017/02/20 12:28:23.207,116,2 /escm/css/merchant.css,200,OK,Thread Group 1-1,text,true,64167,2,2,44
2017/02/20 12:28:23.212,111,2 /escm/css/merchant.css,200,OK,Thread Group 1-2,text,true,64167,2,2,39
2017/02/20 12:28:23.325,11,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-1,text,true,1235,2,2,10
2017/02/20 12:28:23.326,10,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-2,text,true,1235,2,2,9
2017/02/20 12:28:23.338,16,10 /escm/js/validator.js,200,OK,Thread Group 1-1,text,true,5286,2,2,11
2017/02/20 12:28:23.339,16,10 /escm/js/validator.js,200,OK,Thread Group 1-2,text,true,5286,2,2,11
2017/02/20 12:28:23.356,106,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-1,text,true,65186,2,2,30
2017/02/20 12:28:23.357,115,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-2,text,true,65186,2,2,38
2017/02/20 12:28:23.465,92,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,53407,2,2,25
2017/02/20 12:28:23.560,12,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-1,text,true,2280,2,2,10
2017/02/20 12:28:23.474,103,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-2,text,true,53407,2,2,25
2017/02/20 12:28:23.579,10,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-2,text,true,2280,2,2,8
2017/02/20 12:28:23.575,17,11 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-1,text,true,2581,2,2,11
2017/02/20 12:28:23.591,10,11 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-2,text,true,2581,2,2,8
2017/02/20 12:28:23.594,13,13 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-1,bin,true,3276,2,2,13
2017/02/20 12:28:23.605,8,13 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-2,bin,true,3276,2,2,8
2017/02/20 12:28:23.609,12,15 /escm/images/add.jpg,200,OK,Thread Group 1-1,bin,true,28769,2,2,11
2017/02/20 12:28:23.615,7,15 /escm/images/add.jpg,200,OK,Thread Group 1-2,bin,true,28769,2,2,6
2017/02/20 12:28:23.623,8,14 /escm/images/logo.png,200,OK,Thread Group 1-1,bin,true,8109,2,2,8
2017/02/20 12:28:21.771,1052,LoginPageRequest,,"Number of samples in transaction : 15, number of failing samples : 1",Thread Group 1-1,,false,249668,2,2,808
2017/02/20 12:28:23.624,10,14 /escm/images/logo.png,200,OK,Thread Group 1-2,bin,true,8109,2,2,10
2017/02/20 12:28:22.794,763,LoginPageRequest,,"Number of samples in transaction : 15, number of failing samples : 1",Thread Group 1-2,,false,249668,2,2,511
2017/02/20 12:28:23.899,120,1 /escm/login/auth,200,OK,Thread Group 1-3,text,true,5226,3,3,115
2017/02/20 12:28:24.022,2,4 /escmnull/css/merchant.css,404,Not Found,Thread Group 1-3,,false,109,3,3,2
2017/02/20 12:28:24.027,8,5 /escm/css/logintypedialog.css,200,OK,Thread Group 1-3,text,true,1287,3,3,6
2017/02/20 12:28:24.037,14,3 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-3,text,true,6664,3,3,9
2017/02/20 12:28:24.053,8,9 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-3,text,true,2086,3,3,8
2017/02/20 12:28:24.063,97,2 /escm/css/merchant.css,200,OK,Thread Group 1-3,text,true,64167,3,3,30
2017/02/20 12:28:24.162,11,6 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-3,text,true,1235,3,3,9
2017/02/20 12:28:24.175,13,10 /escm/js/validator.js,200,OK,Thread Group 1-3,text,true,5286,3,3,10
2017/02/20 12:28:24.190,121,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-3,text,true,65186,3,3,36
2017/02/20 12:28:24.313,88,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-3,text,true,53407,3,3,23
2017/02/20 12:28:24.404,10,12 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-3,text,true,2280,3,3,7
