Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
62 /escm/login/auth,30,985,305,2738,3313,4341,86,4341,0.00%,1.0,5.0
67 /escm/css/jquery.alerts.css,30,55,24,96,145,348,5,348,0.00%,1.1,1.3
63 /escm/css/theme/jquery-ui-1.8.17.custom.css,30,208,58,821,839,1020,8,1020,0.00%,1.1,7.2
68 /escmnull/css/merchant.css,30,33,10,60,91,391,2,391,100.00%,1.1,.1
72 /escm/js/validator.js,30,135,27,52,237,1669,6,1669,0.00%,1.1,5.7
71 /escm/js/jquery.alerts.js,30,78,14,75,212,868,5,868,0.00%,1.1,2.8
70 /escm/js/jquery-ui-1.8.17.custom.min.js,30,122,71,188,353,530,30,530,0.00%,1.1,57.6
73 /escm/js/jquery.bpopup.min.js,30,33,13,43,50,274,6,274,0.00%,1.1,2.5
66 /escm/css/jquery.ui.timepicker.css,30,25,13,42,45,213,3,213,0.00%,1.1,2.3
69 /escm/js/jquery-1.5.2.min.js,30,166,109,197,200,1512,56,1512,0.00%,1.1,70.5
64 /escm/css/merchant.css,30,258,98,740,1066,1781,39,1781,0.00%,1.1,69.6
65 /escm/css/logintypedialog.css,30,53,13,67,109,921,5,921,0.00%,1.1,1.4
74 /escm/css/fonts/Roboto-Light.woff,30,106,15,124,251,1464,4,1464,0.00%,1.1,80.5
75 /escm/css/fonts/Roboto-Bold.woff,30,71,15,125,214,616,5,616,0.00%,1.1,76.9
76 /escm/css/fonts/Roboto-Regular.ttf,30,54,15,94,136,507,7,507,0.00%,1.1,156.5
Login Page Request,30,2388,1806,4878,5098,6986,317,6986,100.00%,.9,450.5
5 /escm/login/doAuth?id=loginform,30,9530,9298,13552,13606,17096,4388,17096,0.00%,.8,7.8
10 /escm/css/modern_ui/usageGraph/examples.css,30,109,26,139,538,932,4,932,0.00%,1.2,1.8
11 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,30,160,14,220,457,2486,4,2486,0.00%,1.2,2.1
14 /escm/css/modern_ui/jquery.multiselect.css,30,27,10,36,38,353,2,353,0.00%,1.2,2.5
15 /escm/js/jquery.qtip-1.0.0-rc3.min.js,30,34,21,68,79,138,8,138,0.00%,1.2,11.4
23 /escm/js/jquery-validate/jquery.metadata.js,30,48,16,101,111,544,4,544,0.00%,1.2,2.2
9 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,30,53,12,79,120,838,5,838,0.00%,1.2,1.5
22 /escm/js/slideBlock.js,30,64,12,31,87,1397,4,1397,0.00%,1.2,1.3
21 /escm/js/clearinput.js,30,63,13,49,55,1338,5,1338,0.00%,1.2,1.4
13 /escm/css/tablesorter.css,30,30,13,101,103,135,3,135,0.00%,1.2,2.6
24 /escm/js/datatable.js,30,17,10,35,46,57,2,57,0.00%,1.2,1.8
38 /escm/js/jquery.leanModal.min.js,30,15,12,24,31,89,4,89,0.00%,1.2,1.5
40 /escm/js/escm_alert.js,30,28,13,48,53,272,4,272,0.00%,1.2,2.4
25 /escm/js/jquery.ba-dotimeout.min.js,30,16,11,29,32,75,3,75,0.00%,1.2,1.6
