Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
1 /escm/login/auth,20,144,104,143,401,605,71,605,0.00%,1.1,5.5
4 /escmnull/css/merchant.css,20,2,2,3,5,5,2,5,100.00%,1.1,.1
5 /escm/css/logintypedialog.css,20,10,8,15,22,41,7,41,0.00%,1.1,1.4
3 /escm/css/theme/jquery-ui-1.8.17.custom.css,20,15,14,19,22,28,11,28,0.00%,1.1,7.2
9 /escm/css/jquery.ui.timepicker.css,20,6,7,8,11,11,5,11,0.00%,1.1,2.3
2 /escm/css/merchant.css,20,83,77,118,127,127,65,127,0.00%,1.1,69.0
6 /escm/css/jquery.alerts.css,20,8,8,10,10,11,7,11,0.00%,1.1,1.3
10 /escm/js/validator.js,20,11,11,14,15,18,9,18,0.00%,1.1,5.7
7 /escm/js/jquery-1.5.2.min.js,20,80,76,105,106,112,66,112,0.00%,1.1,70.4
8 /escm/js/jquery-ui-1.8.17.custom.min.js,20,67,54,95,96,204,45,204,0.00%,1.1,57.9
12 /escm/js/jquery.bpopup.min.js,20,8,8,11,11,12,7,12,0.00%,1.1,2.5
11 /escm/js/jquery.alerts.js,20,9,9,12,13,14,7,14,0.00%,1.1,2.8
13 /escm/css/modern_ui/images/footer.png,20,6,6,9,10,12,5,12,0.00%,1.1,3.6
15 /escm/images/add.jpg,20,9,6,13,26,30,5,30,0.00%,1.1,31.3
14 /escm/images/logo.png,20,8,6,8,25,26,5,26,0.00%,1.1,8.8
LoginPageRequest,20,473,413,571,887,1094,340,1094,100.00%,1.1,259.4
16 /escm/login/doAuth?id=loginform,20,278223,280854,286972,287810,288378,242444,288378,0.00%,.1,.9
23 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,20,54,14,127,229,355,7,355,0.00%,.4,.6
22 /escm/css/modern_ui/jquery.multiselect.css,20,27,11,48,65,205,5,205,0.00%,.4,1.0
21 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,20,16,13,20,37,87,6,87,0.00%,.4,.6
29 /escm/css/modern_ui/js/jquery.blockUI.js,20,19,15,34,37,43,9,43,0.00%,.4,2.6
25 /escm/css/modern_ui/jquery.alerts.css,20,24,9,32,41,232,6,232,0.00%,.4,.5
27 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,20,15,11,29,39,52,5,52,0.00%,.4,.8
26 /escm/css/modern_ui/js/jquery.tablesorter.js,20,57,26,152,218,298,9,298,0.00%,.4,3.7
24 /escm/css/modern_ui/tablesorter.css,20,18,11,19,49,128,4,128,0.00%,.4,1.0
58 /escm/js/jquery.scrollToTop.min.js,20,26,12,25,49,256,3,256,0.00%,.4,.3
51 /escm/js/usageGraphJS/jqplot.highlighter.min.js,20,22,16,51,51,60,5,60,0.00%,.4,1.1
48 /escm/css/payment/jquery.tzCheckbox.css,20,36,16,117,149,182,4,182,0.00%,.4,.5
44 /escm/css/modern_ui/js/validator.js,20,21,19,34,39,61,8,61,0.00%,.4,2.0
59 /escm/js/payment/jquery.tzCheckbox.js,20,13,11,20,24,39,4,39,0.00%,.4,.7
31 /escm/css/modern_ui/theme/jquery-ui-1.8.17.custom.css,20,20,14,29,46,72,9,72,0.00%,.4,2.8
60 /escm/js/panels.js,20,11,9,16,18,32,6,32,0.00%,.4,1.0
36 /escm/css/modern_ui/js/jquery.multiselect.min.js,20,21,10,32,38,144,7,144,0.00%,.4,1.7
34 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,20,13,9,34,36,37,6,37,0.00%,.4,.6
39 /escm/js/placeholders.min.js,20,28,12,46,93,163,6,163,0.00%,.4,.8
38 /escm/js/usageGraphJS/excanvas.min.js,20,20,14,33,55,76,8,76,0.00%,.4,3.5
57 /escm/js/escm_alert.js,20,18,12,33,63,70,6,70,0.00%,.4,.9
45 /escm/css/modern_ui/js/clearinput.js,20,17,10,26,38,62,4,62,0.00%,.4,.5
46 /escm/css/modern_ui/js/jquery-validate/jquery.metadata.js,20,16,12,32,33,55,5,55,0.00%,.4,.8
37 /escm/css/modern_ui/js/jquery.bpopup.min.js,20,18,10,19,25,149,4,149,0.00%,.4,1.0
33 /escm/css/modern_ui/js/slideBlock.js,20,19,15,36,39,64,5,64,0.00%,.4,.5
54 /escm/js/usageGraphJS/jqplot.cursor.min.js,20,19,15,34,41,66,8,66,0.00%,.4,2.5
42 /escm/css/modern_ui/js/jquery.alerts.js,20,21,12,38,63,79,7,79,0.00%,.4,1.1
41 /escm/css/modern_ui/js/datatable.js,20,23,11,40,62,170,4,170,0.00%,.4,.7
28 /escm/css/modern_ui/js/jquery.qtip-1.0.0-rc3.min.js,20,20,15,26,44,91,9,91,0.00%,.4,4.3
35 /escm/css/modern_ui/usageGraph/examples.css,20,20,13,34,49,85,4,85,0.00%,.4,.7
47 /escm/css/modern_ui/js/main.js,20,21,12,27,39,171,5,171,0.00%,.4,1.3
30 /escm/css/modern_ui/js/jquery-ui-1.8.17.custom.min.js,20,84,57,125,166,371,42,371,0.00%,.4,23.1
53 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,20,15,13,26,32,36,8,36,0.00%,.4,1.8
55 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,20,15,10,30,35,54,6,54,0.00%,.4,.9
49 /escm/js/usageGraphJS/jquery.jqplot.min.js,20,63,52,99,141,164,40,164,0.00%,.4,18.7
40 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,20,21,11,26,31,161,7,161,0.00%,.4,1.4
52 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,20,11,9,17,18,34,6,34,0.00%,.4,.9
43 /escm/css/modern_ui/js/jquery-validate/jquery.validate.min.js,20,17,13,23,47,52,9,52,0.00%,.4,3.0
32 /escm/css/modern_ui/js/jquery-validate/additional-methods.min.js,20,11,10,16,22,44,5,44,0.00%,.4,1.2
20 /escm/css/modern_ui/organization.css,20,80,72,102,112,183,55,183,0.00%,.4,22.9
71 /escm/css/modern_ui/images/shoppingCart.png,20,11,9,24,28,28,3,28,0.00%,.4,.6
68 /escm/images/info12.png,20,24,8,20,36,297,3,297,0.00%,.4,2.6
69 /escm/css/modern_ui/images/dropDown.png,20,10,10,17,18,24,4,24,0.00%,.4,2.6
70 /escm/css/modern_ui/images/exchange_server.jpg,20,18,12,30,65,84,3,84,0.00%,.4,6.5
67 /escm/css/modern_ui/images/search.png,20,15,8,52,53,58,3,58,0.00%,.4,1.7
66 /escm/css/modern_ui/images/CP_login.png,20,12,8,21,42,43,3,43,0.00%,.4,2.8
63 /escm/css/modern_ui/images/logo.png,20,17,9,32,42,95,3,95,0.00%,.4,3.5
65 /escm/css/modern_ui/images/myAccount.png,20,10,8,16,17,22,3,22,0.00%,.4,5.7
64 /escm/css/modern_ui/images/myDashboard.png,20,10,7,18,20,32,3,32,0.00%,.4,1.4
61 /escm/images/ticket/39x39ticket.png,20,14,12,27,28,35,3,35,0.00%,.4,1.2
62 /escm/css/modern_ui/images/myCatalog.png,20,11,10,18,28,33,3,33,0.00%,.4,1.4
50 /escm/css/modern_ui/js/jquery-1.5.2.min.js,20,104,97,153,154,156,61,156,0.00%,.4,28.4
56 /escm/js/payment/jquery.dataTables.js,20,146,140,203,207,211,85,211,0.00%,.4,38.9
LoginPagewithDahboard,20,279639,282155,288269,288570,288947,244293,288947,0.00%,.1,32.0
TOTAL,1400,8003,13,95,211,286271,2,288947,2.86%,4.5,95.2
