"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/16/2017 12:58:15.490"," ","0"
"02/16/2017 12:58:18.497","2.9614371997629396","0"
"02/16/2017 12:58:21.503","3.8219705704962137","1"
"02/16/2017 12:58:24.512","4.4657430270708893","2"
"02/16/2017 12:58:27.528","16.838981133704735","0"
"02/16/2017 12:58:30.528","23.454309433648369","1"
"02/16/2017 12:58:33.528","23.437617395653334","1"
"02/16/2017 12:58:36.533","21.081948644254155","0"
"02/16/2017 12:58:39.537","14.048648542845932","0"
"02/16/2017 12:58:42.545","15.869720960014144","1"
"02/16/2017 12:58:45.550","20.184534437918089","0"
"02/16/2017 12:58:48.580","40.170897005115201","20"
"02/16/2017 12:58:52.752","97.47190830787315","23"
"02/16/2017 12:58:55.753","100","5"
"02/16/2017 12:58:59.502","98.020414149843134","20"
"02/16/2017 12:59:02.596","99.494949854096276","21"
"02/16/2017 12:59:05.830","100","13"
"02/16/2017 12:59:08.939","96.482411947173048","10"
"02/16/2017 12:59:12.252","100","17"
"02/16/2017 12:59:15.424","96.798030566138152","1"
"02/16/2017 12:59:18.455","94.072168468485529","19"
"02/16/2017 12:59:21.580","100","18"
"02/16/2017 12:59:24.596","99.093262680877487","12"
"02/16/2017 12:59:27.675","43.553512842226162","1"
"02/16/2017 12:59:30.675","20.83335972221343","0"
"02/16/2017 12:59:33.677","38.326503955614164","0"
