Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
30 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,21,41,33,65,144,165,5,165,0.00%,2.7,3.4
34 /escm/js/placeholders.min.js,21,154,22,120,143,2463,9,2463,0.00%,2.7,5.2
26 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,21,44,31,104,116,137,8,137,0.00%,2.7,3.9
47 /escm/js/panels.js,21,57,44,167,167,181,5,181,0.00%,2.7,5.9
35 /escm/js/jquery.elastic.source.js,21,51,46,86,140,244,4,244,0.00%,2.7,6.1
44 /escm/js/jquery.scrollToTop.min.js,21,49,37,113,133,136,5,136,0.00%,2.7,2.0
17 /escm/js/jquery.tablesorter.js,21,54,44,83,92,283,14,283,0.00%,2.7,22.8
27 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,21,54,39,80,163,311,8,311,0.00%,2.6,5.2
20 /escm/js/jquery-validate/jquery.validate.min.js,21,62,39,162,178,310,11,310,0.00%,2.5,16.9
32 /escm/js/usageGraphJS/jquery.jqplot.min.js,21,285,114,404,1418,1495,39,1495,0.00%,2.5,103.6
39 /escm/js/jquery.ui.timepicker.js,21,109,61,185,265,681,18,681,0.00%,2.4,33.8
16 /escm/js/jquery.blockUI.js,21,69,43,152,185,270,10,270,0.00%,2.4,14.3
28 /escm/js/usageGraphJS/jqplot.highlighter.min.js,21,38,37,71,79,81,6,81,0.00%,2.4,5.9
36 /escm/js/MonthPicker.min.js,21,56,41,156,189,192,10,192,0.00%,2.4,9.5
29 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,21,61,41,161,222,224,8,224,0.00%,2.4,7.4
43 /escm/js/usageGraphJS/jqplot.cursor.min.js,21,197,53,215,284,2451,8,2451,0.00%,2.4,13.2
49 /escm/images/myAccount.png,21,63,40,141,164,269,4,269,0.00%,2.4,15.7
48 /escm/css/modern_ui/images/myDashboard.png,21,63,45,131,147,243,6,243,0.00%,2.4,7.5
45 /escm/js/payment/jquery.dataTables.js,21,702,393,1894,1976,2511,121,2511,0.00%,2.3,202.2
52 /escm/images/ticket/39x39ticket.png,21,109,43,311,315,318,4,318,0.00%,2.4,6.3
53 /escm/images/settings.png,21,78,58,224,275,287,4,287,0.00%,2.4,14.2
51 /escm/images/orders.png,21,95,37,250,263,393,5,393,0.00%,2.4,6.3
50 /escm/css/modern_ui/images/myCatalog.png,21,52,34,104,164,227,4,227,0.00%,2.4,7.7
55 /escm/css/modern_ui/images/dropDown.png,21,88,72,208,227,252,4,252,0.00%,2.4,13.7
56 /escm/images/_loading.gif,21,77,47,239,249,262,4,262,0.00%,2.4,10.4
54 /escm/css/modern_ui/images/CP_login.png,21,62,39,163,179,314,6,314,0.00%,2.4,15.0
57 /escm/images/bubble.png,21,71,50,192,215,276,4,276,0.00%,2.4,8.9
58 /escm/css/theme/images/ui-icons_ededed_256x240.png,21,67,30,140,275,344,6,344,0.00%,2.4,10.9
59 /escm/css/theme/images/ui-icons_ffffff_256x240.png,21,60,37,105,151,348,3,348,0.00%,2.4,10.9
Login Page Credentials and Dashboard Display,21,11281,11845,13822,14159,14226,5447,14226,0.00%,.7,234.5
77 /escm/order/index,21,5168,4934,8202,8208,8516,2083,8516,0.00%,1.3,23.8
79 /escm/images/icon14.gif,21,66,37,121,165,400,4,400,0.00%,1.7,.9
81 /escm/images/recent.png,21,107,23,319,536,612,4,612,0.00%,1.7,3.3
83 /escm/images/hourglass.png,21,19,12,37,39,98,4,98,0.00%,1.7,3.7
80 /escm/images/loading.gif,21,53,21,118,254,317,3,317,0.00%,1.7,1.7
87 /escm/images/ticket/order_ticket.png,21,74,26,160,306,630,4,630,0.00%,1.7,6.8
84 /escm/images/express_order.png,21,53,24,71,318,382,4,382,0.00%,1.7,2.3
85 /escm/images/cancelicon.png,21,61,33,99,136,564,3,564,0.00%,1.7,2.8
82 /escm/images/orderstatusicon/provisioningfailed.png,21,32,24,50,143,151,3,151,0.00%,1.7,2.6
86 /escm/images/bb_ajax_loader.gif,21,33,9,97,165,175,4,175,0.00%,1.7,5.4
89 /escm/images/previous.png,21,26,10,39,95,192,4,192,0.00%,1.7,28.7
90 /escm/images/next.png,21,21,10,59,65,84,4,84,0.00%,1.8,28.7
91 /escm/images/view_mail.png,21,20,18,40,44,55,3,55,0.00%,1.8,33.8
92 /escm/css/theme/images/ui-icons_blue_256x240.png,21,48,9,124,196,418,3,418,0.00%,1.8,8.3
88 /escm/order/showOrderDetail,21,1495,1218,2258,2330,3212,731,3212,0.00%,1.7,33.6
94 /escm/images/warn.png,21,59,20,119,277,421,4,421,0.00%,1.9,2.8
93 /escm/images/summary_edit_pencil.png,21,48,13,48,184,537,4,537,0.00%,1.9,17.0
95 /escm/images/order-icon-email.png,21,32,12,106,126,134,3,134,0.00%,1.9,8.4
96 /escm/images/slider-arrow-left.png,21,20,16,53,56,75,4,75,0.00%,1.9,2.4
97 /escm/images/slider-arrow-right.png,21,25,11,32,66,215,4,215,0.00%,1.9,2.5
98 /escm/messages,21,45,21,66,85,374,11,374,0.00%,1.9,.8
99 /escm/recentItem,21,37,20,65,101,174,8,174,0.00%,1.9,.6
103 /escm/images/order-icon-provisioned.png,21,20,18,38,43,72,4,72,0.00%,1.9,9.3
100 /escm/images/order-icon-adjust.png,21,17,10,35,36,87,3,87,0.00%,1.9,9.3
101 /escm/images/order-icon-custom-fields.png,21,27,14,34,35,246,4,246,0.00%,1.9,7.0
106 /escm/images/order-icon-ticket.png,21,11,9,22,25,27,4,27,0.00%,1.9,8.2
102 /escm/images/order-icon-subscription.png,21,27,17,67,73,85,4,85,0.00%,1.9,11.2
105 /escm/images/order-icon-quote.png,21,20,11,41,43,101,3,101,0.00%,2.0,7.2
104 /escm/images/order-icon-installment.png,21,22,8,24,33,259,3,259,0.00%,2.0,12.1
Order Selection,21,7699,7417,10109,10223,10306,5022,10306,0.00%,1.2,194.3
121 /escm/order/searchOrder,21,604,542,953,995,1169,279,1169,0.00%,1.9,8.1
123 /escm/messages,21,44,31,67,107,199,9,199,0.00%,2.1,.9
124 /escm/recentItem,21,83,37,148,362,552,9,552,0.00%,2.1,.7
122 /escm/order/showOrderDetail,21,1818,1430,3168,5242,5381,514,5381,0.00%,1.9,41.0
125 /escm/messages,21,29,19,73,84,116,9,116,0.00%,2.2,1.0
126 /escm/recentItem,21,36,13,63,66,310,7,310,0.00%,2.2,.7
Order_Search,21,2617,2385,4413,5649,6074,1117,6074,0.00%,1.8,47.4
TOTAL,2226,414,30,342,2100,9127,1,14226,1.89%,48.8,921.1
