Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
62 /escm/login/auth,21,86,49,139,178,443,39,443,0.00%,1.1,5.5
67 /escm/css/jquery.alerts.css,21,7,7,14,14,16,4,16,0.00%,1.1,1.3
63 /escm/css/theme/jquery-ui-1.8.17.custom.css,21,11,11,14,15,24,8,24,0.00%,1.1,7.1
68 /escmnull/css/merchant.css,21,2,2,3,4,4,1,4,100.00%,1.1,.1
72 /escm/js/validator.js,21,10,11,15,16,21,6,21,0.00%,1.1,5.6
71 /escm/js/jquery.alerts.js,21,7,6,12,13,14,5,14,0.00%,1.1,2.7
70 /escm/js/jquery-ui-1.8.17.custom.min.js,21,57,57,67,68,82,44,82,0.00%,1.1,56.7
73 /escm/js/jquery.bpopup.min.js,21,7,7,10,12,14,5,14,0.00%,1.1,2.4
66 /escm/css/jquery.ui.timepicker.css,21,4,4,7,7,9,4,9,0.00%,1.1,2.2
69 /escm/js/jquery-1.5.2.min.js,21,81,80,96,97,102,67,102,0.00%,1.1,69.1
64 /escm/css/merchant.css,21,82,79,98,109,114,68,114,0.00%,1.1,68.1
65 /escm/css/logintypedialog.css,21,6,6,9,10,13,4,13,0.00%,1.1,1.4
74 /escm/css/fonts/Roboto-Light.woff,21,5,5,7,7,8,3,8,0.00%,1.1,78.7
75 /escm/css/fonts/Roboto-Bold.woff,21,5,5,8,8,9,3,9,0.00%,1.1,76.4
76 /escm/css/fonts/Roboto-Regular.ttf,21,6,6,8,8,10,4,10,0.00%,1.1,155.1
Login Page Request,21,383,359,454,510,744,302,744,100.00%,1.0,493.8
5 /escm/login/doAuth?id=loginform,21,6708,7970,8001,8002,8005,4493,8005,0.00%,2.6,25.7
10 /escm/css/modern_ui/usageGraph/examples.css,21,183,74,155,155,2453,7,2453,0.00%,5.8,9.0
11 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,21,41,41,70,70,72,6,72,0.00%,5.7,10.5
14 /escm/css/modern_ui/jquery.multiselect.css,21,23,28,35,36,68,4,68,0.00%,5.7,12.5
15 /escm/js/jquery.qtip-1.0.0-rc3.min.js,21,67,45,86,100,476,10,476,0.00%,5.1,49.7
23 /escm/js/jquery-validate/jquery.metadata.js,21,51,42,74,76,279,8,279,0.00%,4.8,9.0
9 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,21,34,41,56,57,81,7,81,0.00%,4.7,6.1
22 /escm/js/slideBlock.js,21,73,38,50,276,739,7,739,0.00%,4.1,4.6
21 /escm/js/clearinput.js,21,29,33,48,49,60,11,60,0.00%,4.0,4.7
13 /escm/css/tablesorter.css,21,28,30,53,54,54,5,54,0.00%,4.0,9.1
24 /escm/js/datatable.js,21,46,30,110,138,148,6,148,0.00%,4.0,6.3
38 /escm/js/jquery.leanModal.min.js,21,28,17,67,68,68,6,68,0.00%,4.0,5.2
40 /escm/js/escm_alert.js,21,84,37,278,281,282,7,282,0.00%,3.9,8.1
25 /escm/js/jquery.ba-dotimeout.min.js,21,37,43,65,68,90,5,90,0.00%,3.8,5.1
18 /escm/js/main.js,21,53,44,79,140,301,8,301,0.00%,3.7,10.7
19 /escm/js/jquery-validate/additional-methods.min.js,21,39,26,103,107,109,8,109,0.00%,3.7,9.9
46 /escm/js/payment/jquery.tzCheckbox.js,21,28,10,75,75,88,7,88,0.00%,3.7,5.8
12 /escm/css/payment/jquery.tzCheckbox.css,21,36,10,119,119,121,6,121,0.00%,3.6,4.0
31 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,21,106,18,99,196,1477,10,1477,0.00%,2.9,11.7
41 /escm/js/jquery.flexslider.js,21,87,32,230,254,345,14,345,0.00%,2.8,33.2
33 /escm/js/usageGraphJS/excanvas.min.js,21,305,60,463,2009,2467,9,2467,0.00%,2.7,21.9
42 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,21,44,32,84,87,161,9,161,0.00%,2.7,5.3
37 /escm/js/jquery.slimscroll.min.js,21,160,29,119,260,2458,6,2458,0.00%,2.7,5.7
