Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
42 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,22,27,17,65,66,78,5,78,0.00%,1.9,3.6
37 /escm/js/jquery.slimscroll.min.js,22,28,14,59,91,182,5,182,0.00%,1.9,3.9
30 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,22,41,16,61,184,376,7,376,0.00%,1.9,2.4
34 /escm/js/placeholders.min.js,22,47,19,112,213,332,5,332,0.00%,1.9,3.6
26 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,22,18,13,35,35,50,7,50,0.00%,1.9,2.7
47 /escm/js/panels.js,22,39,22,48,54,276,9,276,0.00%,1.9,4.1
35 /escm/js/jquery.elastic.source.js,22,38,21,77,95,133,6,133,0.00%,1.9,4.2
44 /escm/js/jquery.scrollToTop.min.js,22,22,16,48,50,63,4,63,0.00%,1.9,1.4
17 /escm/js/jquery.tablesorter.js,22,83,41,184,311,379,13,379,0.00%,1.9,15.9
27 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,22,43,15,120,154,215,7,215,0.00%,1.9,3.8
20 /escm/js/jquery-validate/jquery.validate.min.js,22,88,32,185,256,424,10,424,0.00%,1.9,12.6
32 /escm/js/usageGraphJS/jquery.jqplot.min.js,22,114,80,195,334,342,44,342,0.00%,1.9,79.7
39 /escm/js/jquery.ui.timepicker.js,22,88,52,223,281,487,16,487,0.00%,1.9,26.5
16 /escm/js/jquery.blockUI.js,22,89,37,190,346,522,13,522,0.00%,1.9,11.7
28 /escm/js/usageGraphJS/jqplot.highlighter.min.js,22,44,24,85,131,135,7,135,0.00%,2.0,4.9
36 /escm/js/MonthPicker.min.js,22,47,35,103,117,120,7,120,0.00%,2.0,8.0
29 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,22,57,41,121,176,177,10,177,0.00%,2.0,6.3
43 /escm/js/usageGraphJS/jqplot.cursor.min.js,22,55,31,138,149,219,9,219,0.00%,2.0,11.3
49 /escm/images/myAccount.png,22,39,20,79,96,208,8,208,0.00%,2.0,13.4
48 /escm/css/modern_ui/images/myDashboard.png,22,42,26,85,102,196,4,196,0.00%,2.0,6.4
45 /escm/js/payment/jquery.dataTables.js,22,297,163,638,755,1061,108,1061,0.00%,2.0,175.0
52 /escm/images/ticket/39x39ticket.png,22,48,13,112,139,321,4,321,0.00%,2.0,5.4
53 /escm/images/settings.png,22,39,26,84,130,138,4,138,0.00%,2.0,12.2
51 /escm/images/orders.png,22,53,21,180,199,297,7,297,0.00%,2.1,5.5
50 /escm/css/modern_ui/images/myCatalog.png,22,80,30,255,292,337,5,337,0.00%,2.1,6.7
55 /escm/css/modern_ui/images/dropDown.png,22,48,25,88,138,197,3,197,0.00%,2.1,12.0
56 /escm/images/_loading.gif,22,40,20,83,119,141,7,141,0.00%,2.1,9.1
54 /escm/css/modern_ui/images/CP_login.png,22,48,16,102,113,426,5,426,0.00%,2.0,12.7
57 /escm/images/bubble.png,22,22,16,36,37,113,3,113,0.00%,2.0,7.5
58 /escm/css/theme/images/ui-icons_ededed_256x240.png,22,28,20,48,56,169,4,169,0.00%,2.0,9.2
59 /escm/css/theme/images/ui-icons_ffffff_256x240.png,22,37,15,80,94,197,6,197,0.00%,2.0,9.2
Login Page Credentials and Dashboard Display,22,9311,9492,12408,13139,14241,3444,14241,9.09%,.7,231.7
77 /escm/order/index,22,6103,6424,8348,9160,11207,86,11207,0.00%,1.3,21.6
79 /escm/images/icon14.gif,22,51,20,136,260,276,4,276,0.00%,1.3,.7
81 /escm/images/recent.png,22,34,21,78,111,128,5,128,0.00%,1.3,2.5
83 /escm/images/hourglass.png,22,35,20,82,102,147,3,147,0.00%,1.3,2.8
80 /escm/images/loading.gif,22,35,19,75,104,207,5,207,0.00%,1.3,1.2
87 /escm/images/ticket/order_ticket.png,22,44,17,96,125,195,6,195,0.00%,1.2,5.0
84 /escm/images/express_order.png,22,30,26,66,76,84,4,84,0.00%,1.2,1.7
85 /escm/images/cancelicon.png,22,30,24,51,62,81,8,81,0.00%,1.2,2.0
82 /escm/images/orderstatusicon/provisioningfailed.png,22,35,24,87,103,113,5,113,0.00%,1.2,1.9
86 /escm/images/bb_ajax_loader.gif,22,35,14,89,93,185,4,185,0.00%,1.2,3.8
89 /escm/images/previous.png,22,43,29,82,124,192,4,192,0.00%,1.2,20.3
90 /escm/images/next.png,22,45,18,133,205,214,4,214,0.00%,1.2,20.2
91 /escm/images/view_mail.png,22,40,19,72,169,331,4,331,0.00%,1.2,23.8
92 /escm/css/theme/images/ui-icons_blue_256x240.png,22,35,17,86,112,201,4,201,0.00%,1.2,5.9
88 /escm/order/showOrderDetail,22,1799,1657,2887,3117,3858,85,3858,9.09%,1.2,21.3
94 /escm/images/warn.png,22,27,19,46,89,101,3,101,0.00%,1.2,1.7
93 /escm/images/summary_edit_pencil.png,22,19,13,47,62,63,4,63,0.00%,1.2,10.6
95 /escm/images/order-icon-email.png,22,20,15,50,52,59,4,59,0.00%,1.2,5.2
96 /escm/images/slider-arrow-left.png,22,33,17,61,137,181,4,181,0.00%,1.2,1.5
97 /escm/images/slider-arrow-right.png,22,17,12,32,35,43,4,43,0.00%,1.2,1.5
98 /escm/messages,22,45,33,82,149,191,10,191,9.09%,1.2,.7
99 /escm/recentItem,22,46,33,86,117,122,10,122,9.09%,1.2,.6
103 /escm/images/order-icon-provisioned.png,22,24,15,53,57,132,4,132,0.00%,1.2,5.5
100 /escm/images/order-icon-adjust.png,22,25,13,70,71,108,5,108,0.00%,1.2,5.6
101 /escm/images/order-icon-custom-fields.png,22,34,18,89,113,135,3,135,0.00%,1.2,4.2
106 /escm/images/order-icon-ticket.png,22,50,14,117,200,401,4,401,0.00%,1.2,4.9
102 /escm/images/order-icon-subscription.png,22,29,12,77,87,143,3,143,0.00%,1.2,6.7
105 /escm/images/order-icon-quote.png,22,32,28,63,65,191,4,191,0.00%,1.2,4.3
104 /escm/images/order-icon-installment.png,22,34,24,80,82,135,4,135,0.00%,1.2,7.2
Order Selection,22,8843,9645,11474,12344,13565,974,13565,9.09%,1.1,181.1
121 /escm/order/searchOrder,22,536,528,816,849,943,47,943,9.09%,1.1,4.6
123 /escm/messages,22,102,42,209,557,582,18,582,9.09%,1.1,.6
124 /escm/recentItem,22,37,21,95,98,117,11,117,9.09%,1.1,.5
122 /escm/order/showOrderDetail,22,2276,1712,3679,4380,6914,69,6914,9.09%,1.0,19.4
125 /escm/messages,22,34,25,74,78,98,10,98,9.09%,1.0,.6
126 /escm/recentItem,22,31,21,65,87,104,10,104,9.09%,1.0,.5
Order_Search,22,3019,2491,4314,4993,7559,423,7559,9.09%,1.0,25.3
TOTAL,2332,407,24,213,2014,9759,1,14241,3.00%,47.8,898.1
