"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/20/2017 13:36:37.054"," ","0"
"02/20/2017 13:36:40.054","27.734561223474152","1"
"02/20/2017 13:36:43.069","23.963689363986539","1"
"02/20/2017 13:36:46.069","23.69793447048195","0"
"02/20/2017 13:36:49.085","23.964026437135932","0"
"02/20/2017 13:36:52.101","58.808100288528586","0"
"02/20/2017 13:36:55.101","39.322975321123856","0"
"02/20/2017 13:36:58.116","42.745924131561885","0"
"02/20/2017 13:37:01.116","35.026268575602273","0"
"02/20/2017 13:37:04.601","34.977317218279047","1"
"02/20/2017 13:37:07.601","39.192743151020778","0"
"02/20/2017 13:37:10.601","78.385436119774155","0"
"02/20/2017 13:37:13.601","98.046876927083076","9"
"02/20/2017 13:37:16.632","99.613400195556395","8"
"02/20/2017 13:37:20.476","98.983739440808876","21"
"02/20/2017 13:37:24.507","99.321707020009981","1"
"02/20/2017 13:37:28.929","99.734981111513036","13"
"02/20/2017 13:37:33.929","100","10"
"02/20/2017 13:37:37.022","100","2"
"02/20/2017 13:37:40.116","100","4"
"02/20/2017 13:37:43.179","99.872450599750266","0"
"02/20/2017 13:37:46.538","100","5"
"02/20/2017 13:37:50.444","100","4"
"02/20/2017 13:37:54.007","100","6"
"02/20/2017 13:37:58.382","100","27"
"02/20/2017 13:38:05.460","100","21"
"02/20/2017 13:38:08.991","100","15"
"02/20/2017 13:38:14.132","100","27"
"02/20/2017 13:38:20.007","100","28"
"02/20/2017 13:38:26.319","100","12"
"02/20/2017 13:38:30.351","100","20"
"02/20/2017 13:38:33.616","99.880381002262851","0"
"02/20/2017 13:38:37.522","98.500004966387806","24"
"02/20/2017 13:38:40.772","100","0"
"02/20/2017 13:38:45.866","100","20"
"02/20/2017 13:38:49.444","100","18"
"02/20/2017 13:38:56.304","100","21"
"02/20/2017 13:39:00.163","100","14"
"02/20/2017 13:39:03.335","100","4"
"02/20/2017 13:39:06.522","99.877449454056659","6"
"02/20/2017 13:39:09.554","96.907215882665412","3"
"02/20/2017 13:39:12.569","95.207260788738452","2"
"02/20/2017 13:39:15.585","96.502585188321206","5"
"02/20/2017 13:39:18.601","98.834198781174948","7"
"02/20/2017 13:39:21.616","96.761654440117056","4"
"02/20/2017 13:39:24.632","97.538864210041822","15"
"02/20/2017 13:39:27.882","98.076920946743201","5"
"02/20/2017 13:39:30.913","96.649487741521","1"
"02/20/2017 13:39:33.929","99.222797128512696","6"
"02/20/2017 13:39:36.929","98.046874179687862","4"
"02/20/2017 13:39:39.929","96.48437736979119","2"
"02/20/2017 13:39:42.944","95.595850979083153","3"
"02/20/2017 13:39:45.944","96.875002395831501","7"
"02/20/2017 13:39:48.960","95.725385809014256","4"
"02/20/2017 13:39:51.976","95.595853607881693","5"
"02/20/2017 13:39:55.007","96.778352164948458","9"
"02/20/2017 13:39:58.022","96.502590639211803","4"
"02/20/2017 13:40:01.022","94.140632721346179","4"
"02/20/2017 13:40:04.038","94.04144405916179","5"
"02/20/2017 13:40:07.069","95.747423415878004","4"
"02/20/2017 13:40:10.085","97.538861353593603","2"
"02/20/2017 13:40:13.085","94.01041786458309","7"
"02/20/2017 13:40:16.101","98.316058842918636","7"
"02/20/2017 13:40:19.101","97.135418385415633","7"
"02/20/2017 13:40:22.116","96.373056513731854","4"
"02/20/2017 13:40:25.132","96.891192328384534","5"
"02/20/2017 13:40:28.132","97.656250703124797","1"
"02/20/2017 13:40:31.147","97.53885931326937","5"
"02/20/2017 13:40:34.147","97.786459101561647","6"
"02/20/2017 13:40:37.163","95.725388274584404","0"
"02/20/2017 13:40:40.163","97.265623606770973","6"
"02/20/2017 13:40:43.179","97.020727639399269","2"
"02/20/2017 13:40:46.194","97.4093238476175","4"
"02/20/2017 13:40:49.194","96.74479010850699","4"
"02/20/2017 13:40:52.194","96.354167760416345","11"
"02/20/2017 13:40:55.194","97.135417621527466","2"
"02/20/2017 13:40:58.210","95.854922417246087","15"
"02/20/2017 13:41:01.210","92.838554314216708","2"
"02/20/2017 13:41:04.241","98.711337400355248","7"
"02/20/2017 13:41:07.257","99.093262620741555","4"
"02/20/2017 13:41:10.257","99.739583489583239","3"
"02/20/2017 13:41:13.288","98.582476624507194","3"
"02/20/2017 13:41:16.288","95.182290160590327","4"
"02/20/2017 13:41:19.304","96.891188720231227","5"
"02/20/2017 13:41:22.319","96.3730598813368","7"
"02/20/2017 13:41:25.335","97.797929557303135","0"
"02/20/2017 13:41:28.351","98.056993611640863","8"
"02/20/2017 13:41:31.366","98.186529038631747","3"
"02/20/2017 13:41:34.382","97.150254909387485","5"
"02/20/2017 13:41:37.397","98.575130624715186","0"
"02/20/2017 13:41:40.397","98.4375","7"
"02/20/2017 13:41:43.397","98.828123919271377","2"
"02/20/2017 13:41:46.413","94.948185506187542","0"
"02/20/2017 13:41:49.429","99.481865422427404","9"
"02/20/2017 13:41:52.569","99.875620393555764","17"
"02/20/2017 13:41:55.757","100","3"
"02/20/2017 13:41:58.835","41.878227347213212","7"
"02/20/2017 13:42:01.851","23.963618764363748","1"
"02/20/2017 13:42:04.866","26.813787768499143","0"
