"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"02/16/2017 12:03:44.990"," ","1"
"02/16/2017 12:03:47.997","4.4700884702931543","5"
"02/16/2017 12:03:50.999","3.2927485314450444","0"
"02/16/2017 12:03:54.014","29.986851445676098","0"
"02/16/2017 12:03:57.014","18.627944100932559","0"
"02/16/2017 12:04:00.031","8.5066503246549292","5"
"02/16/2017 12:04:03.041","11.706134240660049","0"
"02/16/2017 12:04:06.049","9.0103108285330293","1"
"02/16/2017 12:04:09.063","6.4885486305371831","1"
"02/16/2017 12:04:12.063","6.3962755192450427","0"
"02/16/2017 12:04:15.077","20.042358877446286","0"
"02/16/2017 12:04:18.082","16.736162102755493","0"
"02/16/2017 12:04:21.098","12.30548594755515","5"
"02/16/2017 12:04:24.098","11.133046978541394","0"
"02/16/2017 12:04:27.099","19.501600844934529","0"
"02/16/2017 12:04:30.104","14.071892137366969","0"
"02/16/2017 12:04:33.104","16.145998246203451","2"
"02/16/2017 12:04:36.120","22.279596874590258","8"
"02/16/2017 12:04:39.120","31.835986653609783","0"
