"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"02/07/2017 18:19:54.139"," ","0"
"02/07/2017 18:19:57.141","5.148370621663279","0"
"02/07/2017 18:20:00.157","4.140160160091777","0"
"02/07/2017 18:20:03.163","8.244914632690536","0"
"02/07/2017 18:20:06.177","11.630107300890202","0"
"02/07/2017 18:20:09.179","2.2680223198241034","2"
"02/07/2017 18:20:12.216","1.4812511505343573","0"
"02/07/2017 18:20:15.226","39.388581858864889","0"
"02/07/2017 18:20:18.241","90.155428988684434","0"
"02/07/2017 18:20:21.248","17.770017960420294","2"
"02/07/2017 18:20:24.248","76.822920529513254","7"
"02/07/2017 18:20:27.405","85.27230540922271","3"
"02/07/2017 18:20:30.514","91.331642186786539","5"
"02/07/2017 18:20:33.702","94.362750403685894","6"
"02/07/2017 18:20:36.811","97.738694776393771","10"
"02/07/2017 18:20:40.139","97.300467335843152","3"
"02/07/2017 18:20:43.264","97.500002479997534","2"
"02/07/2017 18:20:46.498","81.400976534335769","2"
"02/07/2017 18:20:49.514","82.512922715726788","5"
"02/07/2017 18:20:52.530","91.968910052886898","6"
"02/07/2017 18:20:55.545","69.948268244294425","0"
"02/07/2017 18:20:58.555","6.5523560817404514","0"
"02/07/2017 18:21:01.571","4.2746511487398493","0"
"02/07/2017 18:21:04.834","1.2328817838992645","0"
